date,from_currency,to_currency,rate
2024-07-02,GBP,USD,1.267283
2024-07-03,EUR,USD,1.067302
2024-07-03,JPY,USD,0.006674
2024-07-03,BRL,USD,0.198476
2024-07-03,GBP,USD,1.272381
2024-07-04,EUR,USD,1.075849
2024-07-04,JPY,USD,0.00671
2024-07-04,BRL,USD,0.19935
2024-07-04,GBP,USD,1.259009
2024-07-05,EUR,USD,1.081567
2024-07-05,JPY,USD,0.006667
2024-07-05,BRL,USD,0.198583
2024-07-05,GBP,USD,1.270039
2024-07-06,EUR,USD,1.080397
2024-07-06,JPY,USD,0.006749
2024-07-06,BRL,USD,0.199618
2024-07-06,GBP,USD,1.259063
2024-07-07,EUR,USD,1.094765
2024-07-07,JPY,USD,0.006746
2024-07-07,BRL,USD,0.198997
2024-07-07,GBP,USD,1.270836
2024-07-08,EUR,USD,1.067862
2024-07-08,JPY,USD,0.006697
2024-07-08,BRL,USD,0.199551
2024-07-08,GBP,USD,1.262574
2024-07-09,EUR,USD,1.08129
2024-07-09,JPY,USD,0.006669
2024-07-09,BRL,USD,0.200983
2024-07-09,GBP,USD,1.26519
2024-07-10,EUR,USD,1.078529
2024-07-10,JPY,USD,0.006689
2024-07-10,BRL,USD,0.200174
2024-07-10,GBP,USD,1.260769
2024-07-11,EUR,USD,1.075223
2024-07-11,JPY,USD,0.006738
2024-07-11,BRL,USD,0.202757
2024-07-11,GBP,USD,1.275003
2024-07-12,EUR,USD,1.077599
2024-07-12,JPY,USD,0.00667
2024-07-12,BRL,USD,0.200044
2024-07-12,GBP,USD,1.253509
2024-07-13,EUR,USD,1.079287
2024-07-13,JPY,USD,0.006702
2024-07-13,BRL,USD,0.199934
2024-07-13,GBP,USD,1.277581
2024-07-14,EUR,USD,1.072932
2024-07-14,JPY,USD,0.006695
2024-07-14,BRL,USD,0.199033
2024-07-14,GBP,USD,1.266859
2024-07-15,EUR,USD,1.0728
2024-07-15,JPY,USD,0.006736
2024-07-15,BRL,USD,0.199
2024-07-15,GBP,USD,1.266047
2024-07-16,EUR,USD,1.079323
2024-07-16,JPY,USD,0.006706
2024-07-16,BRL,USD,0.200821
2024-07-16,GBP,USD,1.274022
2024-07-17,EUR,USD,1.082605
2024-07-17,JPY,USD,0.006696
2024-07-17,BRL,USD,0.200515
2024-07-17,GBP,USD,1.268722
2024-07-18,EUR,USD,1.077743
2024-07-18,JPY,USD,0.006734
2024-07-18,BRL,USD,0.200307
2024-07-18,GBP,USD,1.277027
2024-07-19,EUR,USD,1.074266
2024-07-19,JPY,USD,0.006705
2024-07-19,BRL,USD,0.199712
2024-07-19,GBP,USD,1.264743
2024-07-20,EUR,USD,1.076942
2024-07-20,JPY,USD,0.006758
2024-07-20,BRL,USD,0.201458
2024-07-20,GBP,USD,1.278173
2024-07-21,EUR,USD,1.075144
2024-07-21,JPY,USD,0.00666
2024-07-21,BRL,USD,0.201473
2024-07-21,GBP,USD,1.285669
2024-07-22,EUR,USD,1.080128
2024-07-22,JPY,USD,0.006721
2024-07-22,BRL,USD,0.200686
2024-07-22,GBP,USD,1.276872
2024-07-23,EUR,USD,1.083789
2024-07-23,JPY,USD,0.006694
2024-07-23,BRL,USD,0.199472
2024-07-23,GBP,USD,1.272278
2024-07-24,EUR,USD,1.076352
2024-07-24,JPY,USD,0.006672
2024-07-24,BRL,USD,0.201357
2024-07-24,GBP,USD,1.271598
2024-07-25,EUR,USD,1.08235
2024-07-25,JPY,USD,0.006742
2024-07-25,BRL,USD,0.198804
2024-07-25,GBP,USD,1.276378
2024-07-26,EUR,USD,1.082474
2024-07-26,JPY,USD,0.006754
2024-07-26,BRL,USD,0.20013
2024-07-26,GBP,USD,1.267871
2024-07-27,EUR,USD,1.088787
2024-07-27,JPY,USD,0.006741
2024-07-27,BRL,USD,0.200343
2024-07-27,GBP,USD,1.275204
2024-07-28,EUR,USD,1.075936
2024-07-28,JPY,USD,0.006707
2024-07-28,BRL,USD,0.200796
2024-07-28,GBP,USD,1.26409
2024-07-29,EUR,USD,1.075328
2024-07-29,JPY,USD,0.006665
2024-07-29,BRL,USD,0.198982
2024-07-29,GBP,USD,1.264564
2024-07-30,EUR,USD,1.073976
2024-07-30,JPY,USD,0.006753
2024-07-30,BRL,USD,0.198643
2024-07-30,GBP,USD,1.262172
2024-07-31,EUR,USD,1.078761
2024-07-31,JPY,USD,0.006673
2024-07-31,BRL,USD,0.199683
2024-07-31,GBP,USD,1.268239
2024-08-01,EUR,USD,1.081802
2024-08-01,JPY,USD,0.006713
2024-08-01,BRL,USD,0.199783
2024-08-01,GBP,USD,1.273796
2024-08-02,EUR,USD,1.077753
2024-08-02,JPY,USD,0.006662
2024-08-02,BRL,USD,0.199526
2024-08-02,GBP,USD,1.2717
2024-08-03,EUR,USD,1.077422
2024-08-03,JPY,USD,0.006714
2024-08-03,BRL,USD,0.198987
2024-08-03,GBP,USD,1.262655
2024-08-04,EUR,USD,1.065828
2024-08-04,JPY,USD,0.006586
2024-08-04,BRL,USD,0.198908
2024-08-04,GBP,USD,1.267509
2024-08-05,EUR,USD,1.082985
2024-08-05,JPY,USD,0.006722
2024-08-05,BRL,USD,0.199684
2024-08-05,GBP,USD,1.270639
2024-08-06,EUR,USD,1.079526
2024-08-06,JPY,USD,0.006704
2024-08-06,BRL,USD,0.201202
2024-08-06,GBP,USD,1.278827
2024-08-07,EUR,USD,1.086243
2024-08-07,JPY,USD,0.006691
2024-08-07,BRL,USD,0.198481
2024-08-07,GBP,USD,1.270305
2024-08-08,EUR,USD,1.071082
2024-08-08,JPY,USD,0.006732
2024-08-08,BRL,USD,0.199586
2024-08-08,GBP,USD,1.270187
2024-08-09,EUR,USD,1.088966
2024-08-09,JPY,USD,0.006711
2024-08-09,BRL,USD,0.19979
2024-08-09,GBP,USD,1.274914
2024-08-10,EUR,USD,1.076814
2024-08-10,JPY,USD,0.006695
2024-08-10,BRL,USD,0.198412
2024-08-10,GBP,USD,1.272772
2024-08-11,EUR,USD,1.080681
2024-08-11,JPY,USD,0.006658
2024-08-11,BRL,USD,0.200373
2024-08-11,GBP,USD,1.272042
2024-08-12,EUR,USD,1.08158
2024-08-12,JPY,USD,0.006638
2024-08-12,BRL,USD,0.198754
2024-08-12,GBP,USD,1.278767
2024-08-13,EUR,USD,1.088312
2024-08-13,JPY,USD,0.006714
2024-08-13,BRL,USD,0.1971
2024-08-13,GBP,USD,1.26448
2024-08-14,EUR,USD,1.088133
2024-08-14,JPY,USD,0.006738
2024-08-14,BRL,USD,0.200007
2024-08-14,GBP,USD,1.264662
2024-08-15,EUR,USD,1.085902
2024-08-15,JPY,USD,0.0067
2024-08-15,BRL,USD,0.198931
2024-08-15,GBP,USD,1.279525
2024-08-16,EUR,USD,1.063988
2024-08-16,JPY,USD,0.00674
2024-08-16,BRL,USD,0.200118
2024-08-16,GBP,USD,1.26539
2024-08-17,EUR,USD,1.082676
2024-08-17,JPY,USD,0.006659
2024-08-17,BRL,USD,0.199069
2024-08-17,GBP,USD,1.278068
2024-08-18,EUR,USD,1.077814
2024-08-18,JPY,USD,0.006685
2024-08-18,BRL,USD,0.200436
2024-08-18,GBP,USD,1.273316
2024-08-19,EUR,USD,1.080505
2024-08-19,JPY,USD,0.006711
2024-08-19,BRL,USD,0.199519
2024-08-19,GBP,USD,1.274158
2024-08-20,EUR,USD,1.075365
2024-08-20,JPY,USD,0.006693
2024-08-20,BRL,USD,0.199765
2024-08-20,GBP,USD,1.264969
2024-08-21,EUR,USD,1.07884
2024-08-21,JPY,USD,0.006766
2024-08-21,BRL,USD,0.201502
2024-08-21,GBP,USD,1.269128
2024-08-22,EUR,USD,1.091447
2024-08-22,JPY,USD,0.006748
2024-08-22,BRL,USD,0.200498
2024-08-22,GBP,USD,1.256128
2024-08-23,EUR,USD,1.090836
2024-08-23,JPY,USD,0.006697
2024-08-23,BRL,USD,0.201401
2024-08-23,GBP,USD,1.27911
2024-08-24,EUR,USD,1.080017
2024-08-24,JPY,USD,0.006753
2024-08-24,BRL,USD,0.200801
2024-08-24,GBP,USD,1.26053
2024-08-25,EUR,USD,1.077201
2024-08-25,JPY,USD,0.006665
2024-08-25,BRL,USD,0.199301
2024-08-25,GBP,USD,1.267651
2024-08-26,EUR,USD,1.074917
2024-08-26,JPY,USD,0.006719
2024-08-26,BRL,USD,0.198625
2024-08-26,GBP,USD,1.260264
2024-08-27,EUR,USD,1.085421
2024-08-27,JPY,USD,0.006722
2024-08-27,BRL,USD,0.199586
2024-08-27,GBP,USD,1.28467
2024-08-28,EUR,USD,1.071001
2024-08-28,JPY,USD,0.00676
2024-08-28,BRL,USD,0.199967
2024-08-28,GBP,USD,1.270395
2024-08-29,EUR,USD,1.081325
2024-08-29,JPY,USD,0.006646
2024-08-29,BRL,USD,0.199868
2024-08-29,GBP,USD,1.263018
2024-08-30,EUR,USD,1.077388
2024-08-30,JPY,USD,0.006673
2024-08-30,BRL,USD,0.20114
2024-08-30,GBP,USD,1.273043
2024-08-31,EUR,USD,1.081149
2024-08-31,JPY,USD,0.006735
2024-08-31,BRL,USD,0.200188
2024-08-31,GBP,USD,1.274878
2024-09-01,EUR,USD,1.082317
2024-09-01,JPY,USD,0.006673
2024-09-01,BRL,USD,0.19886
2024-09-01,GBP,USD,1.26614
2024-09-02,EUR,USD,1.075065
2024-09-02,JPY,USD,0.006703
2024-09-02,BRL,USD,0.19987
2024-09-02,GBP,USD,1.268177
2024-09-03,EUR,USD,1.087662
2024-09-03,JPY,USD,0.006734
2024-09-03,BRL,USD,0.199501
2024-09-03,GBP,USD,1.270822
2024-09-04,EUR,USD,1.083647
2024-09-04,JPY,USD,0.006672
2024-09-04,BRL,USD,0.202518
2024-09-04,GBP,USD,1.270068
2024-09-05,EUR,USD,1.082434
2024-09-05,JPY,USD,0.006749
2024-09-05,BRL,USD,0.200979
2024-09-05,GBP,USD,1.276783
2024-09-06,EUR,USD,1.08679
2024-09-06,JPY,USD,0.006765
2024-09-06,BRL,USD,0.199781
2024-09-06,GBP,USD,1.279154
2024-09-07,EUR,USD,1.079987
2024-09-07,JPY,USD,0.006732
2024-09-07,BRL,USD,0.200495
2024-09-07,GBP,USD,1.267829
2024-09-08,EUR,USD,1.076333
2024-09-08,JPY,USD,0.006717
2024-09-08,BRL,USD,0.199772
2024-09-08,GBP,USD,1.265594
2024-09-09,EUR,USD,1.075287
2024-09-09,JPY,USD,0.006657
2024-09-09,BRL,USD,0.201138
2024-09-09,GBP,USD,1.270049
2024-09-10,EUR,USD,1.082599
2024-09-10,JPY,USD,0.006718
2024-09-10,BRL,USD,0.199942
2024-09-10,GBP,USD,1.269215
2024-09-11,EUR,USD,1.076663
2024-09-11,JPY,USD,0.006642
2024-09-11,BRL,USD,0.201045
2024-09-11,GBP,USD,1.269505
2024-09-12,EUR,USD,1.081396
2024-09-12,JPY,USD,0.006709
2024-09-12,BRL,USD,0.198798
2024-09-12,GBP,USD,1.276896
2024-09-13,EUR,USD,1.083746
2024-09-13,JPY,USD,0.006717
2024-09-13,BRL,USD,0.200398
2024-09-13,GBP,USD,1.267655
2024-09-14,EUR,USD,1.081327
2024-09-14,JPY,USD,0.006645
2024-09-14,BRL,USD,0.202109
2024-09-14,GBP,USD,1.284837
2024-09-15,EUR,USD,1.08414
2024-09-15,JPY,USD,0.006732
2024-09-15,BRL,USD,0.201447
2024-09-15,GBP,USD,1.27049
2024-09-16,EUR,USD,1.071959
2024-09-16,JPY,USD,0.00672
2024-09-16,BRL,USD,0.199603
2024-09-16,GBP,USD,1.267378
2024-09-17,EUR,USD,1.073008
2024-09-17,JPY,USD,0.006727
2024-09-17,BRL,USD,0.200271
2024-09-17,GBP,USD,1.267916
2024-09-18,EUR,USD,1.087285
2024-09-18,JPY,USD,0.006733
2024-09-18,BRL,USD,0.199167
2024-09-18,GBP,USD,1.266665
2024-09-19,EUR,USD,1.084568
2024-09-19,JPY,USD,0.006693
2024-09-19,BRL,USD,0.200514
2024-09-19,GBP,USD,1.273937
2024-09-20,EUR,USD,1.085918
2024-09-20,JPY,USD,0.006721
2024-09-20,BRL,USD,0.198893
2024-09-20,GBP,USD,1.264894
2024-09-21,EUR,USD,1.081497
2024-09-21,JPY,USD,0.00665
2024-09-21,BRL,USD,0.200846
2024-09-21,GBP,USD,1.262399
2024-09-22,EUR,USD,1.077921
2024-09-22,JPY,USD,0.006738
2024-09-22,BRL,USD,0.198343
2024-09-22,GBP,USD,1.26937
2024-09-23,EUR,USD,1.079489
2024-09-23,JPY,USD,0.006711
2024-09-23,BRL,USD,0.201993
2024-09-23,GBP,USD,1.260549
2024-09-24,EUR,USD,1.07736
2024-09-24,JPY,USD,0.006701
2024-09-24,BRL,USD,0.198657
2024-09-24,GBP,USD,1.270022
2024-09-25,EUR,USD,1.065342
2024-09-25,JPY,USD,0.006684
2024-09-25,BRL,USD,0.202323
2024-09-25,GBP,USD,1.268781
2024-09-26,EUR,USD,1.087243
2024-09-26,JPY,USD,0.006749
2024-09-26,BRL,USD,0.199133
2024-09-26,GBP,USD,1.267477
2024-09-27,EUR,USD,1.076254
2024-09-27,JPY,USD,0.006648
2024-09-27,BRL,USD,0.201646
2024-09-27,GBP,USD,1.266925
2024-09-28,EUR,USD,1.082008
2024-09-28,JPY,USD,0.006701
2024-09-28,BRL,USD,0.199978
2024-09-28,GBP,USD,1.271805
2024-09-29,EUR,USD,1.08885
2024-09-29,JPY,USD,0.006722
2024-09-29,BRL,USD,0.198594
2024-09-29,GBP,USD,1.269629
2024-09-30,EUR,USD,1.074405
2024-09-30,JPY,USD,0.0067
2024-09-30,BRL,USD,0.199876
2024-09-30,GBP,USD,1.267486
2024-10-01,EUR,USD,1.072725
2024-10-01,JPY,USD,0.006689
2024-10-01,BRL,USD,0.199852
2024-10-01,GBP,USD,1.275388
2024-10-02,EUR,USD,1.076369
2024-10-02,JPY,USD,0.006698
2024-10-02,BRL,USD,0.200442
2024-10-02,GBP,USD,1.262645
2024-10-03,EUR,USD,1.074076
2024-10-03,JPY,USD,0.00673
2024-10-03,BRL,USD,0.200766
2024-10-03,GBP,USD,1.261723
2024-10-04,EUR,USD,1.087653
2024-10-04,JPY,USD,0.006721
2024-10-04,BRL,USD,0.199757
2024-10-04,GBP,USD,1.257804
2024-10-05,EUR,USD,1.082143
2024-10-05,JPY,USD,0.006705
2024-10-05,BRL,USD,0.198993
2024-10-05,GBP,USD,1.272793
2024-10-06,EUR,USD,1.076399
2024-10-06,JPY,USD,0.006682
2024-10-06,BRL,USD,0.199914
2024-10-06,GBP,USD,1.259582
2024-10-07,EUR,USD,1.086196
2024-10-07,JPY,USD,0.006736
2024-10-07,BRL,USD,0.199821
2024-10-07,GBP,USD,1.266376
2024-10-08,EUR,USD,1.086286
2024-10-08,JPY,USD,0.006688
2024-10-08,BRL,USD,0.200329
2024-10-08,GBP,USD,1.260074
2024-10-09,EUR,USD,1.081402
2024-10-09,JPY,USD,0.006715
2024-10-09,BRL,USD,0.200154
2024-10-09,GBP,USD,1.265071
2024-10-10,EUR,USD,1.087014
2024-10-10,JPY,USD,0.006662
2024-10-10,BRL,USD,0.201783
2024-10-10,GBP,USD,1.272113
2024-10-11,EUR,USD,1.07973
2024-10-11,JPY,USD,0.006712
2024-10-11,BRL,USD,0.199693
2024-10-11,GBP,USD,1.261906
2024-10-12,EUR,USD,1.085267
2024-10-12,JPY,USD,0.006717
2024-10-12,BRL,USD,0.199249
2024-10-12,GBP,USD,1.275754
2024-10-13,EUR,USD,1.07528
2024-10-13,JPY,USD,0.006687
2024-10-13,BRL,USD,0.199985
2024-10-13,GBP,USD,1.272958
2024-10-14,EUR,USD,1.072266
2024-10-14,JPY,USD,0.006676
2024-10-14,BRL,USD,0.200161
2024-10-14,GBP,USD,1.277502
2024-10-15,EUR,USD,1.090356
2024-10-15,JPY,USD,0.006718
2024-10-15,BRL,USD,0.200039
2024-10-15,GBP,USD,1.27717
2024-10-16,EUR,USD,1.077716
2024-10-16,JPY,USD,0.006713
2024-10-16,BRL,USD,0.201792
2024-10-16,GBP,USD,1.264746
2024-10-17,EUR,USD,1.068694
2024-10-17,JPY,USD,0.006676
2024-10-17,BRL,USD,0.199939
2024-10-17,GBP,USD,1.26339
2024-10-18,EUR,USD,1.077557
2024-10-18,JPY,USD,0.006731
2024-10-18,BRL,USD,0.199852
2024-10-18,GBP,USD,1.265036
2024-10-19,EUR,USD,1.084604
2024-10-19,JPY,USD,0.006715
2024-10-19,BRL,USD,0.197845
2024-10-19,GBP,USD,1.269825
2024-10-20,EUR,USD,1.084189
2024-10-20,JPY,USD,0.006755
2024-10-20,BRL,USD,0.202465
2024-10-20,GBP,USD,1.268163
2024-10-21,EUR,USD,1.085483
2024-10-21,JPY,USD,0.006716
2024-10-21,BRL,USD,0.199611
2024-10-21,GBP,USD,1.282007
2024-10-22,EUR,USD,1.076801
2024-10-22,JPY,USD,0.006738
2024-10-22,BRL,USD,0.200668
2024-10-22,GBP,USD,1.270213
2024-10-23,EUR,USD,1.075768
2024-10-23,JPY,USD,0.006689
2024-10-23,BRL,USD,0.199199
2024-10-23,GBP,USD,1.265058
2024-10-24,EUR,USD,1.074719
2024-10-24,JPY,USD,0.006679
2024-10-24,BRL,USD,0.200093
2024-10-24,GBP,USD,1.265855
2024-10-25,EUR,USD,1.087401
2024-10-25,JPY,USD,0.006667
2024-10-25,BRL,USD,0.200003
2024-10-25,GBP,USD,1.270718
2024-10-26,EUR,USD,1.076679
2024-10-26,JPY,USD,0.006713
2024-10-26,BRL,USD,0.198911
2024-10-26,GBP,USD,1.279986
2024-10-27,EUR,USD,1.089506
2024-10-27,JPY,USD,0.006643
2024-10-27,BRL,USD,0.201463
2024-10-27,GBP,USD,1.270085
2024-10-28,EUR,USD,1.085072
2024-10-28,JPY,USD,0.006656
2024-10-28,BRL,USD,0.200976
2024-10-28,GBP,USD,1.274741
2024-10-29,EUR,USD,1.080467
2024-10-29,JPY,USD,0.006739
2024-10-29,BRL,USD,0.203166
2024-10-29,GBP,USD,1.277945
2024-10-30,EUR,USD,1.079431
2024-10-30,JPY,USD,0.006686
2024-10-30,BRL,USD,0.201878
2024-10-30,GBP,USD,1.263569
2024-10-31,EUR,USD,1.071675
2024-10-31,JPY,USD,0.006694
2024-10-31,BRL,USD,0.198114
2024-10-31,GBP,USD,1.282357
2024-11-01,EUR,USD,1.082084
2024-11-01,JPY,USD,0.006708
2024-11-01,BRL,USD,0.201238
2024-11-01,GBP,USD,1.278748
2024-11-02,EUR,USD,1.086236
2024-11-02,JPY,USD,0.00672
2024-11-02,BRL,USD,0.197632
2024-11-02,GBP,USD,1.27651
2024-11-03,EUR,USD,1.080349
2024-11-03,JPY,USD,0.006726
2024-11-03,BRL,USD,0.199286
2024-11-03,GBP,USD,1.280469
2024-11-04,EUR,USD,1.077317
2024-11-04,JPY,USD,0.006648
2024-11-04,BRL,USD,0.19967
2024-11-04,GBP,USD,1.274604
2024-11-05,EUR,USD,1.083242
2024-11-05,JPY,USD,0.00671
2024-11-05,BRL,USD,0.200248
2024-11-05,GBP,USD,1.26173
2024-11-06,EUR,USD,1.081812
2024-11-06,JPY,USD,0.006717
2024-11-06,BRL,USD,0.199002
2024-11-06,GBP,USD,1.271373
2024-11-07,EUR,USD,1.066393
2024-11-07,JPY,USD,0.006681
2024-11-07,BRL,USD,0.200226
2024-11-07,GBP,USD,1.27526
2024-11-08,EUR,USD,1.079743
2024-11-08,JPY,USD,0.006717
2024-11-08,BRL,USD,0.200835
2024-11-08,GBP,USD,1.278083
2024-11-09,EUR,USD,1.083852
2024-11-09,JPY,USD,0.006654
2024-11-09,BRL,USD,0.201841
2024-11-09,GBP,USD,1.273027
2024-11-10,EUR,USD,1.078891
2024-11-10,JPY,USD,0.006713
2024-11-10,BRL,USD,0.20001
2024-11-10,GBP,USD,1.275954
2024-11-11,EUR,USD,1.071909
2024-11-11,JPY,USD,0.006696
2024-11-11,BRL,USD,0.199805
2024-11-11,GBP,USD,1.289378
2024-11-12,EUR,USD,1.085393
2024-11-12,JPY,USD,0.006707
2024-11-12,BRL,USD,0.198414
2024-11-12,GBP,USD,1.273119
2024-11-13,EUR,USD,1.080006
2024-11-13,JPY,USD,0.006737
2024-11-13,BRL,USD,0.200182
2024-11-13,GBP,USD,1.266713
2024-11-14,EUR,USD,1.090143
2024-11-14,JPY,USD,0.006705
2024-11-14,BRL,USD,0.200526
2024-11-14,GBP,USD,1.269633
2024-11-15,EUR,USD,1.082327
2024-11-15,JPY,USD,0.006671
2024-11-15,BRL,USD,0.199017
2024-11-15,GBP,USD,1.263329
2024-11-16,EUR,USD,1.076367
2024-11-16,JPY,USD,0.006687
2024-11-16,BRL,USD,0.200081
2024-11-16,GBP,USD,1.268769
2024-11-17,EUR,USD,1.090709
2024-11-17,JPY,USD,0.006728
2024-11-17,BRL,USD,0.199508
2024-11-17,GBP,USD,1.27116
2024-11-18,EUR,USD,1.088402
2024-11-18,JPY,USD,0.006665
2024-11-18,BRL,USD,0.199855
2024-11-18,GBP,USD,1.271635
2024-11-19,EUR,USD,1.076823
2024-11-19,JPY,USD,0.006705
2024-11-19,BRL,USD,0.19834
2024-11-19,GBP,USD,1.26472
2024-11-20,EUR,USD,1.078956
2024-11-20,JPY,USD,0.006705
2024-11-20,BRL,USD,0.199749
2024-11-20,GBP,USD,1.266428
2024-11-21,EUR,USD,1.080764
2024-11-21,JPY,USD,0.006721
2024-11-21,BRL,USD,0.199613
2024-11-21,GBP,USD,1.282934
2024-11-22,EUR,USD,1.087326
2024-11-22,JPY,USD,0.00671
2024-11-22,BRL,USD,0.200022
2024-11-22,GBP,USD,1.275309
2024-11-23,EUR,USD,1.074187
2024-11-23,JPY,USD,0.006722
2024-11-23,BRL,USD,0.200751
2024-11-23,GBP,USD,1.271923
2024-11-24,EUR,USD,1.082344
2024-11-24,JPY,USD,0.006717
2024-11-24,BRL,USD,0.200915
2024-11-24,GBP,USD,1.264857
2024-11-25,EUR,USD,1.073379
2024-11-25,JPY,USD,0.006656
2024-11-25,BRL,USD,0.200839
2024-11-25,GBP,USD,1.251605
2024-11-26,EUR,USD,1.081015
2024-11-26,JPY,USD,0.006669
2024-11-26,BRL,USD,0.198893
2024-11-26,GBP,USD,1.267981
2024-11-27,EUR,USD,1.085444
2024-11-27,JPY,USD,0.006679
2024-11-27,BRL,USD,0.199519
2024-11-27,GBP,USD,1.27258
2024-11-28,EUR,USD,1.078408
2024-11-28,JPY,USD,0.006721
2024-11-28,BRL,USD,0.201377
2024-11-28,GBP,USD,1.263284
2024-11-29,EUR,USD,1.095564
2024-11-29,JPY,USD,0.006737
2024-11-29,BRL,USD,0.198323
2024-11-29,GBP,USD,1.268007
2024-11-30,EUR,USD,1.094588
2024-11-30,JPY,USD,0.0067
2024-11-30,BRL,USD,0.201183
2024-11-30,GBP,USD,1.275465
2024-12-01,EUR,USD,1.07897
2024-12-01,JPY,USD,0.006761
2024-12-01,BRL,USD,0.200294
2024-12-01,GBP,USD,1.26893
2024-12-02,EUR,USD,1.0838
2024-12-02,JPY,USD,0.006699
2024-12-02,BRL,USD,0.201018
2024-12-02,GBP,USD,1.260676
2024-12-03,EUR,USD,1.073682
2024-12-03,JPY,USD,0.006751
2024-12-03,BRL,USD,0.200351
2024-12-03,GBP,USD,1.266734
2024-12-04,EUR,USD,1.071824
2024-12-04,JPY,USD,0.006667
2024-12-04,BRL,USD,0.199284
2024-12-04,GBP,USD,1.256689
2024-12-05,EUR,USD,1.088255
2024-12-05,JPY,USD,0.006709
2024-12-05,BRL,USD,0.201219
2024-12-05,GBP,USD,1.267354
2024-12-06,EUR,USD,1.076783
2024-12-06,JPY,USD,0.006692
2024-12-06,BRL,USD,0.20206
2024-12-06,GBP,USD,1.269012
2024-12-07,EUR,USD,1.075362
2024-12-07,JPY,USD,0.006701
2024-12-07,BRL,USD,0.199566
2024-12-07,GBP,USD,1.270166
2024-12-08,EUR,USD,1.080414
2024-12-08,JPY,USD,0.006723
2024-12-08,BRL,USD,0.199964
2024-12-08,GBP,USD,1.269961
2024-12-09,EUR,USD,1.083151
2024-12-09,JPY,USD,0.006689
2024-12-09,BRL,USD,0.201084
2024-12-09,GBP,USD,1.277376
2024-12-10,EUR,USD,1.089087
2024-12-10,JPY,USD,0.006668
2024-12-10,BRL,USD,0.199906
2024-12-10,GBP,USD,1.271196
2024-12-11,EUR,USD,1.069687
2024-12-11,JPY,USD,0.006661
2024-12-11,BRL,USD,0.200295
2024-12-11,GBP,USD,1.257851
2024-12-12,EUR,USD,1.088797
2024-12-12,JPY,USD,0.006635
2024-12-12,BRL,USD,0.198328
2024-12-12,GBP,USD,1.280807
2024-12-13,EUR,USD,1.078025
2024-12-13,JPY,USD,0.006709
2024-12-13,BRL,USD,0.199827
2024-12-13,GBP,USD,1.273259
2024-12-14,EUR,USD,1.087225
2024-12-14,JPY,USD,0.006768
2024-12-14,BRL,USD,0.200661
2024-12-14,GBP,USD,1.254402
2024-12-15,EUR,USD,1.078022
2024-12-15,JPY,USD,0.006683
2024-12-15,BRL,USD,0.201508
2024-12-15,GBP,USD,1.268094
2024-12-16,EUR,USD,1.088563
2024-12-16,JPY,USD,0.006675
2024-12-16,BRL,USD,0.200223
2024-12-16,GBP,USD,1.278348
2024-12-17,EUR,USD,1.08209
2024-12-17,JPY,USD,0.006726
2024-12-17,BRL,USD,0.199803
2024-12-17,GBP,USD,1.26693
2024-12-18,EUR,USD,1.078254
2024-12-18,JPY,USD,0.006619
2024-12-18,BRL,USD,0.200946
2024-12-18,GBP,USD,1.267995
2024-12-19,EUR,USD,1.093985
2024-12-19,JPY,USD,0.006697
2024-12-19,BRL,USD,0.20133
2024-12-19,GBP,USD,1.271743
2024-12-20,EUR,USD,1.092434
2024-12-20,JPY,USD,0.006658
2024-12-20,BRL,USD,0.200235
2024-12-20,GBP,USD,1.278063
2024-12-21,EUR,USD,1.082741
2024-12-21,JPY,USD,0.006693
2024-12-21,BRL,USD,0.199978
2024-12-21,GBP,USD,1.26532
2024-12-22,EUR,USD,1.083254
2024-12-22,JPY,USD,0.006698
2024-12-22,BRL,USD,0.200324
2024-12-22,GBP,USD,1.268194
2024-12-23,EUR,USD,1.078034
2024-12-23,JPY,USD,0.006654
2024-12-23,BRL,USD,0.200823
2024-12-23,GBP,USD,1.265486
2024-12-24,EUR,USD,1.07961
2024-12-24,JPY,USD,0.006725
2024-12-24,BRL,USD,0.200701
2024-12-24,GBP,USD,1.272021
2024-12-25,EUR,USD,1.080213
2024-12-25,JPY,USD,0.006701
2024-12-25,BRL,USD,0.198775
2024-12-25,GBP,USD,1.276775
2024-12-26,EUR,USD,1.09101
2024-12-26,JPY,USD,0.006687
2024-12-26,BRL,USD,0.199025
2024-12-26,GBP,USD,1.270269
2024-12-27,EUR,USD,1.077606
2024-12-27,JPY,USD,0.006696
2024-12-27,BRL,USD,0.198019
2024-12-27,GBP,USD,1.27163
2024-12-28,EUR,USD,1.075202
2024-12-28,JPY,USD,0.006659
2024-12-28,BRL,USD,0.200204
2024-12-28,GBP,USD,1.27212
2024-12-29,EUR,USD,1.082555
2024-12-29,JPY,USD,0.006677
2024-12-29,BRL,USD,0.19897
2024-12-29,GBP,USD,1.284196
2024-12-30,EUR,USD,1.082946
2024-12-30,JPY,USD,0.006709
2024-12-30,BRL,USD,0.198849
2024-12-30,GBP,USD,1.277266
2024-12-31,EUR,USD,1.068959
2024-12-31,JPY,USD,0.006679
2024-12-31,BRL,USD,0.201119
2024-12-31,GBP,USD,1.274708
