customer_id,customer_name,segment,product,month,budgeted_units,budgeted_unit_price,budgeted_revenue,budgeted_cogs,budgeted_gross_profit
C-014,Customer 14,SMB,SKU-F,3,6,600,3600,2520.0,1080.0
C-014,Customer 14,SMB,SKU-D,4,6,450,2700,1755.0,945.0
C-014,Customer 14,SMB,SKU-F,4,5,600,3000,2100.0,900.0
C-014,Customer 14,SMB,SKU-D,5,6,450,2700,1755.0,945.0
C-014,Customer 14,SMB,SKU-F,5,6,600,3600,2520.0,1080.0
C-014,Customer 14,SMB,SKU-D,6,6,450,2700,1755.0,945.0
C-014,Customer 14,SMB,SKU-F,6,6,600,3600,2520.0,1080.0
C-014,Customer 14,SMB,SKU-D,7,6,450,2700,1755.0,945.0
C-014,Customer 14,SMB,SKU-F,7,5,600,3000,2100.0,900.0
C-014,Customer 14,SMB,SKU-D,8,5,450,2250,1462.5,787.5
C-014,Customer 14,SMB,SKU-F,8,6,600,3600,2520.0,1080.0
C-014,Customer 14,SMB,SKU-D,9,6,450,2700,1755.0,945.0
C-014,Customer 14,SMB,SKU-F,9,6,600,3600,2520.0,1080.0
C-014,Customer 14,SMB,SKU-D,10,9,450,4050,2632.5,1417.5
C-014,Customer 14,SMB,SKU-F,10,6,600,3600,2520.0,1080.0
C-014,Customer 14,SMB,SKU-D,11,12,450,5400,3510.0,1890.0
C-014,Customer 14,SMB,SKU-F,11,6,600,3600,2520.0,1080.0
C-014,Customer 14,SMB,SKU-D,12,14,450,6300,4095.0,2205.0
C-014,Customer 14,SMB,SKU-F,12,5,600,3000,2100.0,900.0
C-015,Customer 15,Enterprise,SKU-F,1,55,600,33000,23100.0,9900.0
C-015,Customer 15,Enterprise,SKU-F,2,53,600,31800,22260.0,9540.0
C-015,Customer 15,Enterprise,SKU-F,3,53,600,31800,22260.0,9540.0
C-015,Customer 15,Enterprise,SKU-F,4,51,600,30600,21420.0,9180.0
C-015,Customer 15,Enterprise,SKU-F,5,53,600,31800,22260.0,9540.0
C-015,Customer 15,Enterprise,SKU-F,6,53,600,31800,22260.0,9540.0
C-015,Customer 15,Enterprise,SKU-F,7,54,600,32400,22680.0,9720.0
C-015,Customer 15,Enterprise,SKU-F,8,55,600,33000,23100.0,9900.0
C-015,Customer 15,Enterprise,SKU-F,9,55,600,33000,23100.0,9900.0
C-015,Customer 15,Enterprise,SKU-F,10,54,600,32400,22680.0,9720.0
C-015,Customer 15,Enterprise,SKU-F,11,53,600,31800,22260.0,9540.0
C-015,Customer 15,Enterprise,SKU-F,12,52,600,31200,21840.0,9360.0
C-016,Customer 16,Mid-Market,SKU-E,1,10,2000,20000,10000.0,10000.0
C-016,Customer 16,Mid-Market,SKU-D,1,24,450,10800,7020.0,3780.0
C-016,Customer 16,Mid-Market,SKU-C,1,16,3500,56000,25200.0,30800.0
C-016,Customer 16,Mid-Market,SKU-E,2,10,2000,20000,10000.0,10000.0
C-016,Customer 16,Mid-Market,SKU-D,2,24,450,10800,7020.0,3780.0
C-016,Customer 16,Mid-Market,SKU-C,2,16,3500,56000,25200.0,30800.0
C-016,Customer 16,Mid-Market,SKU-E,3,9,2000,18000,9000.0,9000.0
C-016,Customer 16,Mid-Market,SKU-D,3,24,450,10800,7020.0,3780.0
C-016,Customer 16,Mid-Market,SKU-C,3,16,3500,56000,25200.0,30800.0
C-016,Customer 16,Mid-Market,SKU-E,4,9,2000,18000,9000.0,9000.0
C-016,Customer 16,Mid-Market,SKU-D,4,22,450,9900,6435.0,3465.0
C-016,Customer 16,Mid-Market,SKU-C,4,15,3500,52500,23625.0,28875.0
C-016,Customer 16,Mid-Market,SKU-E,5,8,2000,16000,8000.0,8000.0
C-016,Customer 16,Mid-Market,SKU-D,5,22,450,9900,6435.0,3465.0
C-016,Customer 16,Mid-Market,SKU-C,5,15,3500,52500,23625.0,28875.0
C-016,Customer 16,Mid-Market,SKU-E,6,8,2000,16000,8000.0,8000.0
C-016,Customer 16,Mid-Market,SKU-D,6,22,450,9900,6435.0,3465.0
C-016,Customer 16,Mid-Market,SKU-C,6,16,3500,56000,25200.0,30800.0
C-016,Customer 16,Mid-Market,SKU-E,7,8,2000,16000,8000.0,8000.0
C-016,Customer 16,Mid-Market,SKU-D,7,22,450,9900,6435.0,3465.0
C-016,Customer 16,Mid-Market,SKU-C,7,16,3500,56000,25200.0,30800.0
C-016,Customer 16,Mid-Market,SKU-E,8,7,2000,14000,7000.0,7000.0
C-016,Customer 16,Mid-Market,SKU-D,8,22,450,9900,6435.0,3465.0
C-016,Customer 16,Mid-Market,SKU-C,8,16,3500,56000,25200.0,30800.0
C-016,Customer 16,Mid-Market,SKU-E,9,7,2000,14000,7000.0,7000.0
C-016,Customer 16,Mid-Market,SKU-D,9,21,450,9450,6142.5,3307.5
C-016,Customer 16,Mid-Market,SKU-C,9,16,3500,56000,25200.0,30800.0
C-016,Customer 16,Mid-Market,SKU-E,10,6,2000,12000,6000.0,6000.0
C-016,Customer 16,Mid-Market,SKU-D,10,34,450,15300,9945.0,5355.0
C-016,Customer 16,Mid-Market,SKU-C,10,16,3500,56000,25200.0,30800.0
C-016,Customer 16,Mid-Market,SKU-E,11,6,2000,12000,6000.0,6000.0
C-016,Customer 16,Mid-Market,SKU-D,11,43,450,19350,12577.5,6772.5
C-016,Customer 16,Mid-Market,SKU-C,11,15,3500,52500,23625.0,28875.0
C-016,Customer 16,Mid-Market,SKU-E,12,6,2000,12000,6000.0,6000.0
C-016,Customer 16,Mid-Market,SKU-D,12,52,450,23400,15210.0,8190.0
C-016,Customer 16,Mid-Market,SKU-C,12,16,3500,56000,25200.0,30800.0
C-017,Customer 17,Enterprise,SKU-A,1,21,1200,25200,13860.0,11340.0
C-017,Customer 17,Enterprise,SKU-A,2,18,1200,21600,11880.0,9720.0
C-017,Customer 17,Enterprise,SKU-A,3,20,1200,24000,13200.0,10800.0
C-017,Customer 17,Enterprise,SKU-A,4,20,1200,24000,13200.0,10800.0
C-017,Customer 17,Enterprise,SKU-A,5,21,1200,25200,13860.0,11340.0
C-017,Customer 17,Enterprise,SKU-A,6,21,1200,25200,13860.0,11340.0
C-017,Customer 17,Enterprise,SKU-A,7,20,1200,24000,13200.0,10800.0
C-017,Customer 17,Enterprise,SKU-A,8,21,1200,25200,13860.0,11340.0
C-017,Customer 17,Enterprise,SKU-A,9,19,1200,22800,12540.0,10260.0
C-017,Customer 17,Enterprise,SKU-A,10,21,1200,25200,13860.0,11340.0
C-017,Customer 17,Enterprise,SKU-A,11,21,1200,25200,13860.0,11340.0
C-017,Customer 17,Enterprise,SKU-A,12,21,1200,25200,13860.0,11340.0
C-018,Customer 18,Enterprise,SKU-E,1,50,2000,100000,50000.0,50000.0
C-018,Customer 18,Enterprise,SKU-A,1,90,1200,108000,59400.0,48600.0
C-018,Customer 18,Enterprise,SKU-D,1,39,450,17550,11407.5,6142.5
C-018,Customer 18,Enterprise,SKU-E,2,48,2000,96000,48000.0,48000.0
C-018,Customer 18,Enterprise,SKU-A,2,85,1200,102000,56100.0,45900.0
C-018,Customer 18,Enterprise,SKU-D,2,41,450,18450,11992.5,6457.5
C-018,Customer 18,Enterprise,SKU-E,3,46,2000,92000,46000.0,46000.0
C-018,Customer 18,Enterprise,SKU-A,3,93,1200,111600,61380.0,50220.0
C-018,Customer 18,Enterprise,SKU-D,3,40,450,18000,11700.0,6300.0
C-018,Customer 18,Enterprise,SKU-E,4,44,2000,88000,44000.0,44000.0
C-018,Customer 18,Enterprise,SKU-A,4,87,1200,104400,57420.0,46980.0
C-018,Customer 18,Enterprise,SKU-D,4,37,450,16650,10822.5,5827.5
C-018,Customer 18,Enterprise,SKU-E,5,42,2000,84000,42000.0,42000.0
C-018,Customer 18,Enterprise,SKU-A,5,86,1200,103200,56760.0,46440.0
C-018,Customer 18,Enterprise,SKU-D,5,44,450,19800,12870.0,6930.0
C-018,Customer 18,Enterprise,SKU-E,6,40,2000,80000,40000.0,40000.0
C-018,Customer 18,Enterprise,SKU-A,6,92,1200,110400,60720.0,49680.0
C-018,Customer 18,Enterprise,SKU-D,6,41,450,18450,11992.5,6457.5
C-018,Customer 18,Enterprise,SKU-E,7,39,2000,78000,39000.0,39000.0
C-018,Customer 18,Enterprise,SKU-A,7,88,1200,105600,58080.0,47520.0
C-018,Customer 18,Enterprise,SKU-D,7,42,450,18900,12285.0,6615.0
C-018,Customer 18,Enterprise,SKU-E,8,37,2000,74000,37000.0,37000.0
C-018,Customer 18,Enterprise,SKU-A,8,89,1200,106800,58740.0,48060.0
C-018,Customer 18,Enterprise,SKU-D,8,37,450,16650,10822.5,5827.5
C-018,Customer 18,Enterprise,SKU-E,9,35,2000,70000,35000.0,35000.0
C-018,Customer 18,Enterprise,SKU-A,9,82,1200,98400,54120.0,44280.0
C-018,Customer 18,Enterprise,SKU-D,9,37,450,16650,10822.5,5827.5
C-018,Customer 18,Enterprise,SKU-E,10,33,2000,66000,33000.0,33000.0
C-018,Customer 18,Enterprise,SKU-A,10,91,1200,109200,60060.0,49140.0
C-018,Customer 18,Enterprise,SKU-D,10,61,450,27450,17842.5,9607.5
C-018,Customer 18,Enterprise,SKU-E,11,31,2000,62000,31000.0,31000.0
C-018,Customer 18,Enterprise,SKU-A,11,92,1200,110400,60720.0,49680.0
C-018,Customer 18,Enterprise,SKU-D,11,76,450,34200,22230.0,11970.0
C-018,Customer 18,Enterprise,SKU-E,12,29,2000,58000,29000.0,29000.0
C-018,Customer 18,Enterprise,SKU-A,12,90,1200,108000,59400.0,48600.0
C-018,Customer 18,Enterprise,SKU-D,12,91,450,40950,26617.5,14332.5
C-019,Customer 19,SMB,SKU-A,1,2,1200,2400,1320.0,1080.0
C-019,Customer 19,SMB,SKU-F,1,2,600,1200,840.0,360.0
C-019,Customer 19,SMB,SKU-C,1,2,3500,7000,3150.0,3850.0
C-019,Customer 19,SMB,SKU-D,1,1,450,450,292.5,157.5
C-019,Customer 19,SMB,SKU-A,2,2,1200,2400,1320.0,1080.0
C-019,Customer 19,SMB,SKU-F,2,2,600,1200,840.0,360.0
C-019,Customer 19,SMB,SKU-C,2,2,3500,7000,3150.0,3850.0
C-019,Customer 19,SMB,SKU-D,2,1,450,450,292.5,157.5
C-019,Customer 19,SMB,SKU-A,3,2,1200,2400,1320.0,1080.0
C-019,Customer 19,SMB,SKU-F,3,3,600,1800,1260.0,540.0
C-019,Customer 19,SMB,SKU-C,3,1,3500,3500,1575.0,1925.0
C-019,Customer 19,SMB,SKU-D,3,1,450,450,292.5,157.5
C-019,Customer 19,SMB,SKU-A,5,2,1200,2400,1320.0,1080.0
C-019,Customer 19,SMB,SKU-F,5,3,600,1800,1260.0,540.0
C-019,Customer 19,SMB,SKU-C,5,2,3500,7000,3150.0,3850.0
C-019,Customer 19,SMB,SKU-D,5,1,450,450,292.5,157.5
C-019,Customer 19,SMB,SKU-A,6,3,1200,3600,1980.0,1620.0
C-019,Customer 19,SMB,SKU-F,6,2,600,1200,840.0,360.0
C-019,Customer 19,SMB,SKU-C,6,2,3500,7000,3150.0,3850.0
C-019,Customer 19,SMB,SKU-D,6,1,450,450,292.5,157.5
C-019,Customer 19,SMB,SKU-A,8,2,1200,2400,1320.0,1080.0
C-019,Customer 19,SMB,SKU-F,8,3,600,1800,1260.0,540.0
C-019,Customer 19,SMB,SKU-C,8,2,3500,7000,3150.0,3850.0
C-019,Customer 19,SMB,SKU-D,8,1,450,450,292.5,157.5
C-019,Customer 19,SMB,SKU-A,9,3,1200,3600,1980.0,1620.0
C-019,Customer 19,SMB,SKU-F,9,2,600,1200,840.0,360.0
C-019,Customer 19,SMB,SKU-C,9,1,3500,3500,1575.0,1925.0
C-019,Customer 19,SMB,SKU-D,9,1,450,450,292.5,157.5
C-019,Customer 19,SMB,SKU-A,10,2,1200,2400,1320.0,1080.0
C-019,Customer 19,SMB,SKU-F,10,2,600,1200,840.0,360.0
C-019,Customer 19,SMB,SKU-C,10,2,3500,7000,3150.0,3850.0
C-019,Customer 19,SMB,SKU-D,10,1,450,450,292.5,157.5
C-019,Customer 19,SMB,SKU-A,12,2,1200,2400,1320.0,1080.0
C-019,Customer 19,SMB,SKU-F,12,3,600,1800,1260.0,540.0
C-019,Customer 19,SMB,SKU-C,12,2,3500,7000,3150.0,3850.0
C-019,Customer 19,SMB,SKU-D,12,1,450,450,292.5,157.5
C-020,Customer 20,SMB,SKU-E,1,9,2000,18000,9000.0,9000.0
C-020,Customer 20,SMB,SKU-B,1,2,800,1600,960.0,640.0
C-020,Customer 20,SMB,SKU-A,1,6,1200,7200,3960.0,3240.0
C-020,Customer 20,SMB,SKU-E,2,8,2000,16000,8000.0,8000.0
C-020,Customer 20,SMB,SKU-B,2,2,800,1600,960.0,640.0
C-020,Customer 20,SMB,SKU-A,2,6,1200,7200,3960.0,3240.0
C-020,Customer 20,SMB,SKU-E,3,8,2000,16000,8000.0,8000.0
C-020,Customer 20,SMB,SKU-B,3,2,800,1600,960.0,640.0
C-020,Customer 20,SMB,SKU-A,3,5,1200,6000,3300.0,2700.0
C-020,Customer 20,SMB,SKU-E,4,8,2000,16000,8000.0,8000.0
C-020,Customer 20,SMB,SKU-B,4,2,800,1600,960.0,640.0
C-020,Customer 20,SMB,SKU-A,4,5,1200,6000,3300.0,2700.0
C-020,Customer 20,SMB,SKU-E,5,7,2000,14000,7000.0,7000.0
C-020,Customer 20,SMB,SKU-B,5,2,800,1600,960.0,640.0
C-020,Customer 20,SMB,SKU-A,5,6,1200,7200,3960.0,3240.0
C-020,Customer 20,SMB,SKU-E,6,7,2000,14000,7000.0,7000.0
C-020,Customer 20,SMB,SKU-B,6,2,800,1600,960.0,640.0
C-020,Customer 20,SMB,SKU-A,6,6,1200,7200,3960.0,3240.0
C-020,Customer 20,SMB,SKU-E,7,7,2000,14000,7000.0,7000.0
C-020,Customer 20,SMB,SKU-B,7,3,800,2400,1440.0,960.0
C-020,Customer 20,SMB,SKU-A,7,6,1200,7200,3960.0,3240.0
C-020,Customer 20,SMB,SKU-E,8,6,2000,12000,6000.0,6000.0
C-020,Customer 20,SMB,SKU-B,8,4,800,3200,1920.0,1280.0
C-020,Customer 20,SMB,SKU-A,8,6,1200,7200,3960.0,3240.0
C-020,Customer 20,SMB,SKU-E,9,6,2000,12000,6000.0,6000.0
C-020,Customer 20,SMB,SKU-B,9,4,800,3200,1920.0,1280.0
C-020,Customer 20,SMB,SKU-A,9,6,1200,7200,3960.0,3240.0
C-020,Customer 20,SMB,SKU-E,10,5,2000,10000,5000.0,5000.0
C-020,Customer 20,SMB,SKU-B,10,4,800,3200,1920.0,1280.0
C-020,Customer 20,SMB,SKU-A,10,5,1200,6000,3300.0,2700.0
C-020,Customer 20,SMB,SKU-E,11,5,2000,10000,5000.0,5000.0
C-020,Customer 20,SMB,SKU-B,11,4,800,3200,1920.0,1280.0
C-020,Customer 20,SMB,SKU-A,11,6,1200,7200,3960.0,3240.0
C-020,Customer 20,SMB,SKU-E,12,5,2000,10000,5000.0,5000.0
C-020,Customer 20,SMB,SKU-B,12,4,800,3200,1920.0,1280.0
C-020,Customer 20,SMB,SKU-A,12,5,1200,6000,3300.0,2700.0
C-021,Customer 21,Mid-Market,SKU-B,1,11,800,8800,5280.0,3520.0
C-021,Customer 21,Mid-Market,SKU-B,2,11,800,8800,5280.0,3520.0
C-021,Customer 21,Mid-Market,SKU-B,3,11,800,8800,5280.0,3520.0
C-021,Customer 21,Mid-Market,SKU-B,4,11,800,8800,5280.0,3520.0
C-021,Customer 21,Mid-Market,SKU-B,5,11,800,8800,5280.0,3520.0
C-021,Customer 21,Mid-Market,SKU-B,6,11,800,8800,5280.0,3520.0
C-021,Customer 21,Mid-Market,SKU-B,7,22,800,17600,10560.0,7040.0
C-021,Customer 21,Mid-Market,SKU-B,8,23,800,18400,11040.0,7360.0
C-021,Customer 21,Mid-Market,SKU-B,9,23,800,18400,11040.0,7360.0
C-021,Customer 21,Mid-Market,SKU-B,10,24,800,19200,11520.0,7680.0
C-021,Customer 21,Mid-Market,SKU-B,11,24,800,19200,11520.0,7680.0
C-021,Customer 21,Mid-Market,SKU-B,12,25,800,20000,12000.0,8000.0
C-022,Customer 22,SMB,SKU-A,1,2,1200,2400,1320.0,1080.0
C-022,Customer 22,SMB,SKU-E,1,1,2000,2000,1000.0,1000.0
C-022,Customer 22,SMB,SKU-A,2,3,1200,3600,1980.0,1620.0
C-022,Customer 22,SMB,SKU-E,2,1,2000,2000,1000.0,1000.0
C-022,Customer 22,SMB,SKU-A,3,3,1200,3600,1980.0,1620.0
C-022,Customer 22,SMB,SKU-E,3,1,2000,2000,1000.0,1000.0
C-022,Customer 22,SMB,SKU-A,4,2,1200,2400,1320.0,1080.0
C-022,Customer 22,SMB,SKU-E,4,1,2000,2000,1000.0,1000.0
C-022,Customer 22,SMB,SKU-A,5,2,1200,2400,1320.0,1080.0
C-022,Customer 22,SMB,SKU-E,5,1,2000,2000,1000.0,1000.0
C-022,Customer 22,SMB,SKU-A,6,2,1200,2400,1320.0,1080.0
C-022,Customer 22,SMB,SKU-E,6,1,2000,2000,1000.0,1000.0
C-022,Customer 22,SMB,SKU-A,7,3,1200,3600,1980.0,1620.0
C-022,Customer 22,SMB,SKU-E,7,1,2000,2000,1000.0,1000.0
C-022,Customer 22,SMB,SKU-A,8,2,1200,2400,1320.0,1080.0
C-022,Customer 22,SMB,SKU-E,8,1,2000,2000,1000.0,1000.0
C-022,Customer 22,SMB,SKU-A,9,2,1200,2400,1320.0,1080.0
C-022,Customer 22,SMB,SKU-E,9,1,2000,2000,1000.0,1000.0
C-022,Customer 22,SMB,SKU-A,10,2,1200,2400,1320.0,1080.0
C-022,Customer 22,SMB,SKU-E,10,1,2000,2000,1000.0,1000.0
C-022,Customer 22,SMB,SKU-A,11,3,1200,3600,1980.0,1620.0
C-022,Customer 22,SMB,SKU-E,11,1,2000,2000,1000.0,1000.0
C-022,Customer 22,SMB,SKU-A,12,2,1200,2400,1320.0,1080.0
C-022,Customer 22,SMB,SKU-E,12,1,2000,2000,1000.0,1000.0
C-023,Customer 23,SMB,SKU-C,1,8,3500,28000,12600.0,15400.0
C-023,Customer 23,SMB,SKU-B,1,5,800,4000,2400.0,1600.0
C-023,Customer 23,SMB,SKU-A,1,1,1200,1200,660.0,540.0
C-023,Customer 23,SMB,SKU-D,1,3,450,1350,877.5,472.5
C-023,Customer 23,SMB,SKU-C,2,8,3500,28000,12600.0,15400.0
C-023,Customer 23,SMB,SKU-B,2,5,800,4000,2400.0,1600.0
C-023,Customer 23,SMB,SKU-A,2,1,1200,1200,660.0,540.0
C-023,Customer 23,SMB,SKU-D,2,3,450,1350,877.5,472.5
C-023,Customer 23,SMB,SKU-C,3,7,3500,24500,11025.0,13475.0
C-023,Customer 23,SMB,SKU-B,3,5,800,4000,2400.0,1600.0
C-023,Customer 23,SMB,SKU-A,3,1,1200,1200,660.0,540.0
C-023,Customer 23,SMB,SKU-D,3,3,450,1350,877.5,472.5
C-023,Customer 23,SMB,SKU-C,4,8,3500,28000,12600.0,15400.0
C-023,Customer 23,SMB,SKU-B,4,5,800,4000,2400.0,1600.0
C-023,Customer 23,SMB,SKU-A,4,1,1200,1200,660.0,540.0
C-023,Customer 23,SMB,SKU-D,4,3,450,1350,877.5,472.5
C-023,Customer 23,SMB,SKU-C,5,8,3500,28000,12600.0,15400.0
C-023,Customer 23,SMB,SKU-B,5,5,800,4000,2400.0,1600.0
C-023,Customer 23,SMB,SKU-A,5,1,1200,1200,660.0,540.0
C-023,Customer 23,SMB,SKU-D,5,3,450,1350,877.5,472.5
C-023,Customer 23,SMB,SKU-C,6,8,3500,28000,12600.0,15400.0
C-023,Customer 23,SMB,SKU-B,6,5,800,4000,2400.0,1600.0
C-023,Customer 23,SMB,SKU-A,6,1,1200,1200,660.0,540.0
C-023,Customer 23,SMB,SKU-D,6,3,450,1350,877.5,472.5
C-023,Customer 23,SMB,SKU-C,7,8,3500,28000,12600.0,15400.0
C-023,Customer 23,SMB,SKU-B,7,10,800,8000,4800.0,3200.0
C-023,Customer 23,SMB,SKU-A,7,1,1200,1200,660.0,540.0
C-023,Customer 23,SMB,SKU-D,7,3,450,1350,877.5,472.5
C-023,Customer 23,SMB,SKU-C,8,7,3500,24500,11025.0,13475.0
C-023,Customer 23,SMB,SKU-B,8,10,800,8000,4800.0,3200.0
C-023,Customer 23,SMB,SKU-A,8,1,1200,1200,660.0,540.0
C-023,Customer 23,SMB,SKU-D,8,3,450,1350,877.5,472.5
C-023,Customer 23,SMB,SKU-C,9,8,3500,28000,12600.0,15400.0
C-023,Customer 23,SMB,SKU-B,9,11,800,8800,5280.0,3520.0
C-023,Customer 23,SMB,SKU-A,9,1,1200,1200,660.0,540.0
C-023,Customer 23,SMB,SKU-D,9,3,450,1350,877.5,472.5
C-023,Customer 23,SMB,SKU-C,10,8,3500,28000,12600.0,15400.0
C-023,Customer 23,SMB,SKU-B,10,11,800,8800,5280.0,3520.0
C-023,Customer 23,SMB,SKU-A,10,1,1200,1200,660.0,540.0
C-023,Customer 23,SMB,SKU-D,10,4,450,1800,1170.0,630.0
C-023,Customer 23,SMB,SKU-C,11,8,3500,28000,12600.0,15400.0
C-023,Customer 23,SMB,SKU-B,11,11,800,8800,5280.0,3520.0
C-023,Customer 23,SMB,SKU-A,11,1,1200,1200,660.0,540.0
C-023,Customer 23,SMB,SKU-D,11,6,450,2700,1755.0,945.0
C-023,Customer 23,SMB,SKU-C,12,8,3500,28000,12600.0,15400.0
C-023,Customer 23,SMB,SKU-B,12,11,800,8800,5280.0,3520.0
C-023,Customer 23,SMB,SKU-A,12,1,1200,1200,660.0,540.0
C-023,Customer 23,SMB,SKU-D,12,7,450,3150,2047.5,1102.5
C-024,Customer 24,Enterprise,SKU-B,4,59,800,47200,28320.0,18880.0
C-024,Customer 24,Enterprise,SKU-F,4,21,600,12600,8820.0,3780.0
C-024,Customer 24,Enterprise,SKU-D,4,44,450,19800,12870.0,6930.0
C-024,Customer 24,Enterprise,SKU-B,5,59,800,47200,28320.0,18880.0
C-024,Customer 24,Enterprise,SKU-F,5,22,600,13200,9240.0,3960.0
C-024,Customer 24,Enterprise,SKU-D,5,35,450,15750,10237.5,5512.5
C-024,Customer 24,Enterprise,SKU-B,6,59,800,47200,28320.0,18880.0
C-024,Customer 24,Enterprise,SKU-F,6,22,600,13200,9240.0,3960.0
C-024,Customer 24,Enterprise,SKU-D,6,38,450,17100,11115.0,5985.0
C-024,Customer 24,Enterprise,SKU-B,7,113,800,90400,54240.0,36160.0
C-024,Customer 24,Enterprise,SKU-F,7,21,600,12600,8820.0,3780.0
C-024,Customer 24,Enterprise,SKU-D,7,39,450,17550,11407.5,6142.5
C-024,Customer 24,Enterprise,SKU-B,8,115,800,92000,55200.0,36800.0
C-024,Customer 24,Enterprise,SKU-F,8,22,600,13200,9240.0,3960.0
C-024,Customer 24,Enterprise,SKU-D,8,46,450,20700,13455.0,7245.0
C-024,Customer 24,Enterprise,SKU-B,9,118,800,94400,56640.0,37760.0
C-024,Customer 24,Enterprise,SKU-F,9,22,600,13200,9240.0,3960.0
C-024,Customer 24,Enterprise,SKU-D,9,36,450,16200,10530.0,5670.0
C-024,Customer 24,Enterprise,SKU-B,10,120,800,96000,57600.0,38400.0
C-024,Customer 24,Enterprise,SKU-F,10,22,600,13200,9240.0,3960.0
C-024,Customer 24,Enterprise,SKU-D,10,61,450,27450,17842.5,9607.5
C-024,Customer 24,Enterprise,SKU-B,11,123,800,98400,59040.0,39360.0
C-024,Customer 24,Enterprise,SKU-F,11,21,600,12600,8820.0,3780.0
C-024,Customer 24,Enterprise,SKU-D,11,76,450,34200,22230.0,11970.0
C-024,Customer 24,Enterprise,SKU-B,12,125,800,100000,60000.0,40000.0
C-024,Customer 24,Enterprise,SKU-F,12,22,600,13200,9240.0,3960.0
C-024,Customer 24,Enterprise,SKU-D,12,91,450,40950,26617.5,14332.5
C-025,Customer 25,Mid-Market,SKU-E,1,37,2000,74000,37000.0,37000.0
C-025,Customer 25,Mid-Market,SKU-B,1,14,800,11200,6720.0,4480.0
C-025,Customer 25,Mid-Market,SKU-C,1,13,3500,45500,20475.0,25025.0
C-025,Customer 25,Mid-Market,SKU-F,1,15,600,9000,6300.0,2700.0
C-025,Customer 25,Mid-Market,SKU-E,2,36,2000,72000,36000.0,36000.0
C-025,Customer 25,Mid-Market,SKU-B,2,14,800,11200,6720.0,4480.0
C-025,Customer 25,Mid-Market,SKU-C,2,14,3500,49000,22050.0,26950.0
C-025,Customer 25,Mid-Market,SKU-F,2,16,600,9600,6720.0,2880.0
C-025,Customer 25,Mid-Market,SKU-E,3,34,2000,68000,34000.0,34000.0
C-025,Customer 25,Mid-Market,SKU-B,3,14,800,11200,6720.0,4480.0
C-025,Customer 25,Mid-Market,SKU-C,3,13,3500,45500,20475.0,25025.0
C-025,Customer 25,Mid-Market,SKU-F,3,17,600,10200,7140.0,3060.0
C-025,Customer 25,Mid-Market,SKU-E,4,33,2000,66000,33000.0,33000.0
C-025,Customer 25,Mid-Market,SKU-B,4,14,800,11200,6720.0,4480.0
C-025,Customer 25,Mid-Market,SKU-C,4,14,3500,49000,22050.0,26950.0
C-025,Customer 25,Mid-Market,SKU-F,4,16,600,9600,6720.0,2880.0
C-025,Customer 25,Mid-Market,SKU-E,5,31,2000,62000,31000.0,31000.0
C-025,Customer 25,Mid-Market,SKU-B,5,14,800,11200,6720.0,4480.0
C-025,Customer 25,Mid-Market,SKU-C,5,13,3500,45500,20475.0,25025.0
C-025,Customer 25,Mid-Market,SKU-F,5,15,600,9000,6300.0,2700.0
C-025,Customer 25,Mid-Market,SKU-E,6,30,2000,60000,30000.0,30000.0
C-025,Customer 25,Mid-Market,SKU-B,6,14,800,11200,6720.0,4480.0
C-025,Customer 25,Mid-Market,SKU-C,6,14,3500,49000,22050.0,26950.0
C-025,Customer 25,Mid-Market,SKU-F,6,16,600,9600,6720.0,2880.0
C-025,Customer 25,Mid-Market,SKU-E,7,29,2000,58000,29000.0,29000.0
C-025,Customer 25,Mid-Market,SKU-B,7,26,800,20800,12480.0,8320.0
C-025,Customer 25,Mid-Market,SKU-C,7,13,3500,45500,20475.0,25025.0
C-025,Customer 25,Mid-Market,SKU-F,7,16,600,9600,6720.0,2880.0
C-025,Customer 25,Mid-Market,SKU-E,8,27,2000,54000,27000.0,27000.0
C-025,Customer 25,Mid-Market,SKU-B,8,27,800,21600,12960.0,8640.0
C-025,Customer 25,Mid-Market,SKU-C,8,14,3500,49000,22050.0,26950.0
C-025,Customer 25,Mid-Market,SKU-F,8,14,600,8400,5880.0,2520.0
C-025,Customer 25,Mid-Market,SKU-E,9,26,2000,52000,26000.0,26000.0
C-025,Customer 25,Mid-Market,SKU-B,9,27,800,21600,12960.0,8640.0
C-025,Customer 25,Mid-Market,SKU-C,9,13,3500,45500,20475.0,25025.0
C-025,Customer 25,Mid-Market,SKU-F,9,16,600,9600,6720.0,2880.0
C-025,Customer 25,Mid-Market,SKU-E,10,24,2000,48000,24000.0,24000.0
C-025,Customer 25,Mid-Market,SKU-B,10,28,800,22400,13440.0,8960.0
C-025,Customer 25,Mid-Market,SKU-C,10,13,3500,45500,20475.0,25025.0
C-025,Customer 25,Mid-Market,SKU-F,10,15,600,9000,6300.0,2700.0
C-025,Customer 25,Mid-Market,SKU-E,11,23,2000,46000,23000.0,23000.0
C-025,Customer 25,Mid-Market,SKU-B,11,29,800,23200,13920.0,9280.0
C-025,Customer 25,Mid-Market,SKU-C,11,14,3500,49000,22050.0,26950.0
C-025,Customer 25,Mid-Market,SKU-F,11,15,600,9000,6300.0,2700.0
C-025,Customer 25,Mid-Market,SKU-E,12,21,2000,42000,21000.0,21000.0
