customer_id,customer_name,segment,product,month,actual_units,actual_unit_price,actual_revenue,actual_cogs,actual_gross_profit
C-012,Customer 12,Mid-Market,SKU-F,11,12,587.26,7047.12,5222.5,1824.62
C-012,Customer 12,Mid-Market,SKU-E,11,20,1942.61,38852.2,19908.53,18943.67
C-012,Customer 12,Mid-Market,SKU-B,11,5,775.34,3876.7,2369.81,1506.89
C-012,Customer 12,Mid-Market,SKU-C,11,21,3443.03,72303.63,35055.2,37248.43
C-012,Customer 12,Mid-Market,SKU-F,12,9,595.21,5356.89,4046.91,1309.98
C-012,Customer 12,Mid-Market,SKU-E,12,15,1927.37,28910.55,14804.17,14106.38
C-012,Customer 12,Mid-Market,SKU-B,12,5,781.63,3908.15,2467.33,1440.82
C-012,Customer 12,Mid-Market,SKU-C,12,17,3372.15,57326.55,26558.71,30767.84
C-013,Customer 13,SMB,SKU-A,1,7,1200.0,8400.0,4736.32,3663.68
C-013,Customer 13,SMB,SKU-B,1,3,800.0,2400.0,1439.6,960.4
C-013,Customer 13,SMB,SKU-A,2,8,1200.0,9600.0,5414.97,4185.03
C-013,Customer 13,SMB,SKU-B,2,2,800.0,1600.0,981.7,618.3
C-013,Customer 13,SMB,SKU-A,3,8,1200.0,9600.0,5155.59,4444.41
C-013,Customer 13,SMB,SKU-B,3,3,800.0,2400.0,1482.26,917.74
C-013,Customer 13,SMB,SKU-A,4,6,1200.0,7200.0,4064.2,3135.8
C-013,Customer 13,SMB,SKU-B,4,2,800.0,1600.0,980.22,619.78
C-013,Customer 13,SMB,SKU-A,5,7,1200.0,8400.0,4512.63,3887.37
C-013,Customer 13,SMB,SKU-B,5,3,800.0,2400.0,1419.03,980.97
C-013,Customer 13,SMB,SKU-A,6,8,1200.0,9600.0,5372.12,4227.88
C-013,Customer 13,SMB,SKU-B,6,3,800.0,2400.0,1445.86,954.14
C-013,Customer 13,SMB,SKU-A,7,7,1200.0,8400.0,4954.66,3445.34
C-013,Customer 13,SMB,SKU-B,7,7,800.0,5600.0,3531.23,2068.77
C-013,Customer 13,SMB,SKU-A,8,8,1200.0,9600.0,5439.15,4160.85
C-013,Customer 13,SMB,SKU-B,8,6,800.0,4800.0,2958.79,1841.21
C-013,Customer 13,SMB,SKU-A,9,7,1200.0,8400.0,4781.37,3618.63
C-013,Customer 13,SMB,SKU-B,9,6,800.0,4800.0,3106.38,1693.62
C-013,Customer 13,SMB,SKU-A,10,7,1200.0,8400.0,4708.8,3691.2
C-013,Customer 13,SMB,SKU-B,10,8,800.0,6400.0,4069.18,2330.82
C-013,Customer 13,SMB,SKU-A,11,6,1200.0,7200.0,4062.75,3137.25
C-013,Customer 13,SMB,SKU-B,11,6,800.0,4800.0,3024.46,1775.54
C-013,Customer 13,SMB,SKU-A,12,9,1200.0,10800.0,6166.26,4633.74
C-013,Customer 13,SMB,SKU-B,12,6,800.0,4800.0,2954.58,1845.42
C-014,Customer 14,SMB,SKU-D,1,5,450.0,2250.0,1472.56,777.44
C-014,Customer 14,SMB,SKU-F,1,6,600.0,3600.0,2467.56,1132.44
C-014,Customer 14,SMB,SKU-D,2,5,450.0,2250.0,1455.12,794.88
C-014,Customer 14,SMB,SKU-F,2,4,600.0,2400.0,1683.78,716.22
C-014,Customer 14,SMB,SKU-D,3,5,450.0,2250.0,1440.34,809.66
C-014,Customer 14,SMB,SKU-F,3,4,600.0,2400.0,1637.85,762.15
C-014,Customer 14,SMB,SKU-D,4,5,450.0,2250.0,1425.48,824.52
C-014,Customer 14,SMB,SKU-F,4,4,600.0,2400.0,1684.8,715.2
C-014,Customer 14,SMB,SKU-D,5,4,450.0,1800.0,1145.42,654.58
C-014,Customer 14,SMB,SKU-F,5,5,600.0,3000.0,2051.65,948.35
C-014,Customer 14,SMB,SKU-D,6,6,450.0,2700.0,1711.93,988.07
C-014,Customer 14,SMB,SKU-F,6,4,600.0,2400.0,1675.31,724.69
C-014,Customer 14,SMB,SKU-D,7,4,450.0,1800.0,1375.29,424.71
C-014,Customer 14,SMB,SKU-F,7,5,600.0,3000.0,2234.54,765.46
C-014,Customer 14,SMB,SKU-D,8,5,450.0,2250.0,1792.01,457.99
C-014,Customer 14,SMB,SKU-F,8,4,600.0,2400.0,1747.54,652.46
C-014,Customer 14,SMB,SKU-D,9,8,450.0,3600.0,2899.23,700.77
C-014,Customer 14,SMB,SKU-F,9,6,600.0,3600.0,2571.66,1028.34
C-014,Customer 14,SMB,SKU-D,10,7,450.0,3150.0,2184.16,965.84
C-014,Customer 14,SMB,SKU-F,10,7,600.0,4200.0,3072.25,1127.75
C-014,Customer 14,SMB,SKU-D,11,11,463.5,5098.5,3582.63,1515.87
C-014,Customer 14,SMB,SKU-F,11,5,600.0,3000.0,2258.82,741.18
C-014,Customer 14,SMB,SKU-D,12,12,463.5,5562.0,3832.92,1729.08
C-014,Customer 14,SMB,SKU-F,12,4,600.0,2400.0,1747.89,652.11
C-015,Customer 15,Enterprise,SKU-F,1,56,566.13,31703.28,22495.7,9207.58
C-015,Customer 15,Enterprise,SKU-F,2,55,581.32,31972.6,22110.05,9862.55
C-015,Customer 15,Enterprise,SKU-F,3,50,566.04,28302.0,20195.77,8106.23
C-015,Customer 15,Enterprise,SKU-F,4,52,573.73,29833.96,21431.86,8402.1
C-015,Customer 15,Enterprise,SKU-F,5,54,557.72,30116.88,20979.66,9137.22
C-015,Customer 15,Enterprise,SKU-F,6,54,581.53,31402.62,21594.18,9808.44
C-015,Customer 15,Enterprise,SKU-F,7,51,564.07,28767.57,21402.06,7365.51
C-015,Customer 15,Enterprise,SKU-F,8,64,569.93,36475.52,26382.17,10093.35
C-015,Customer 15,Enterprise,SKU-F,9,56,580.31,32497.36,23891.14,8606.22
C-015,Customer 15,Enterprise,SKU-F,10,53,560.05,29682.65,21579.69,8102.96
C-015,Customer 15,Enterprise,SKU-F,11,47,572.38,26901.86,19537.69,7364.17
C-015,Customer 15,Enterprise,SKU-F,12,57,575.37,32796.09,23816.59,8979.5
C-016,Customer 16,Mid-Market,SKU-E,1,11,1995.12,21946.32,11268.46,10677.86
C-016,Customer 16,Mid-Market,SKU-D,1,20,438.73,8774.6,5678.58,3096.02
C-016,Customer 16,Mid-Market,SKU-C,1,14,3368.18,47154.52,21437.68,25716.84
C-016,Customer 16,Mid-Market,SKU-E,2,10,1966.69,19666.9,9626.49,10040.41
C-016,Customer 16,Mid-Market,SKU-D,2,17,441.48,7505.16,4980.61,2524.55
C-016,Customer 16,Mid-Market,SKU-C,2,15,3387.19,50807.85,23432.48,27375.37
C-016,Customer 16,Mid-Market,SKU-E,3,10,1955.01,19550.1,10049.41,9500.69
C-016,Customer 16,Mid-Market,SKU-D,3,21,445.63,9358.23,5974.58,3383.65
C-016,Customer 16,Mid-Market,SKU-C,3,11,3381.4,37195.4,16328.65,20866.75
C-016,Customer 16,Mid-Market,SKU-E,4,8,1978.52,15828.16,7996.55,7831.61
C-016,Customer 16,Mid-Market,SKU-D,4,17,446.61,7592.37,5012.53,2579.84
C-016,Customer 16,Mid-Market,SKU-C,4,14,3432.88,48060.32,22106.58,25953.74
C-016,Customer 16,Mid-Market,SKU-E,5,6,1973.36,11840.16,6082.42,5757.74
C-016,Customer 16,Mid-Market,SKU-D,5,26,432.68,11249.68,7144.39,4105.29
C-016,Customer 16,Mid-Market,SKU-C,5,15,3466.04,51990.6,23542.32,28448.28
C-016,Customer 16,Mid-Market,SKU-E,6,8,1955.83,15646.64,7952.65,7693.99
C-016,Customer 16,Mid-Market,SKU-D,6,23,443.53,10201.19,6535.91,3665.28
C-016,Customer 16,Mid-Market,SKU-C,6,13,3486.19,45320.47,20983.18,24337.29
C-016,Customer 16,Mid-Market,SKU-E,7,7,1962.44,13737.08,7358.97,6378.11
C-016,Customer 16,Mid-Market,SKU-D,7,22,442.55,9736.1,7670.29,2065.81
C-016,Customer 16,Mid-Market,SKU-C,7,17,3463.49,58879.33,28546.19,30333.14
C-016,Customer 16,Mid-Market,SKU-E,8,6,1987.81,11926.86,6197.68,5729.18
C-016,Customer 16,Mid-Market,SKU-D,8,18,441.01,7938.18,6288.28,1649.9
C-016,Customer 16,Mid-Market,SKU-C,8,15,3384.98,50774.7,24662.57,26112.13
C-016,Customer 16,Mid-Market,SKU-E,9,6,1948.66,11691.96,6134.82,5557.14
C-016,Customer 16,Mid-Market,SKU-D,9,28,446.95,12514.6,9952.24,2562.36
C-016,Customer 16,Mid-Market,SKU-C,9,14,3424.1,47937.4,22843.14,25094.26
C-016,Customer 16,Mid-Market,SKU-E,10,6,1932.26,11593.56,6249.2,5344.36
C-016,Customer 16,Mid-Market,SKU-D,10,34,437.97,14890.98,10324.28,4566.7
C-016,Customer 16,Mid-Market,SKU-C,10,16,3467.6,55481.6,26540.91,28940.69
C-016,Customer 16,Mid-Market,SKU-E,11,6,1970.14,11820.84,6249.82,5571.02
C-016,Customer 16,Mid-Market,SKU-D,11,43,451.14,19399.02,13332.39,6066.63
C-016,Customer 16,Mid-Market,SKU-C,11,15,3499.07,52486.05,24876.5,27609.55
C-016,Customer 16,Mid-Market,SKU-E,12,6,1978.02,11868.12,6409.27,5458.85
C-016,Customer 16,Mid-Market,SKU-D,12,52,463.18,24085.36,16747.12,7338.24
C-016,Customer 16,Mid-Market,SKU-C,12,12,3372.63,40471.56,18671.92,21799.64
C-017,Customer 17,Enterprise,SKU-A,1,21,1152.48,24202.08,13332.27,10869.81
C-017,Customer 17,Enterprise,SKU-A,2,19,1140.19,21663.61,11824.23,9839.38
C-017,Customer 17,Enterprise,SKU-A,3,21,1104.59,23196.39,12548.16,10648.23
C-017,Customer 17,Enterprise,SKU-A,4,15,1124.78,16871.7,9478.88,7392.82
C-017,Customer 17,Enterprise,SKU-A,5,19,1141.24,21683.56,11963.67,9719.89
C-017,Customer 17,Enterprise,SKU-A,6,21,1153.72,24228.12,13325.35,10902.77
C-017,Customer 17,Enterprise,SKU-A,7,20,1130.05,22601.0,13332.41,9268.59
C-017,Customer 17,Enterprise,SKU-A,8,22,1161.45,25551.9,14500.72,11051.18
C-017,Customer 17,Enterprise,SKU-A,9,17,1135.47,19302.99,10844.2,8458.79
C-017,Customer 17,Enterprise,SKU-A,10,24,1110.04,26640.96,15443.78,11197.18
C-017,Customer 17,Enterprise,SKU-A,11,23,1145.13,26337.99,15631.33,10706.66
C-017,Customer 17,Enterprise,SKU-A,12,17,1121.24,19061.08,10940.6,8120.48
C-018,Customer 18,Enterprise,SKU-E,1,53,1915.95,101545.35,51792.14,49753.21
C-018,Customer 18,Enterprise,SKU-A,1,71,1144.1,81231.1,45362.3,35868.8
C-018,Customer 18,Enterprise,SKU-D,1,54,420.21,22691.34,14750.07,7941.27
C-018,Customer 18,Enterprise,SKU-E,2,61,1842.57,112396.77,54693.49,57703.28
C-018,Customer 18,Enterprise,SKU-A,2,91,1143.56,104063.96,58158.97,45904.99
C-018,Customer 18,Enterprise,SKU-D,2,41,419.1,17183.1,10853.8,6329.3
C-018,Customer 18,Enterprise,SKU-E,3,43,1890.94,81310.42,40303.49,41006.93
C-018,Customer 18,Enterprise,SKU-A,3,108,1123.22,121307.76,67362.46,53945.3
C-018,Customer 18,Enterprise,SKU-D,3,44,418.54,18415.76,12123.3,6292.46
C-018,Customer 18,Enterprise,SKU-E,4,47,1931.8,90794.6,44455.45,46339.15
C-018,Customer 18,Enterprise,SKU-A,4,73,1119.62,81732.26,44458.29,37273.97
C-018,Customer 18,Enterprise,SKU-D,4,41,429.56,17611.96,11351.56,6260.4
C-018,Customer 18,Enterprise,SKU-E,5,41,1921.26,78771.66,39264.94,39506.72
C-018,Customer 18,Enterprise,SKU-A,5,79,1162.42,91831.18,50064.45,41766.73
C-018,Customer 18,Enterprise,SKU-D,5,44,429.2,18884.8,12190.6,6694.2
C-018,Customer 18,Enterprise,SKU-E,6,43,1910.82,82165.26,40806.06,41359.2
C-018,Customer 18,Enterprise,SKU-A,6,105,1109.69,116517.45,65923.21,50594.24
C-018,Customer 18,Enterprise,SKU-D,6,37,427.93,15833.41,10068.7,5764.71
C-018,Customer 18,Enterprise,SKU-E,7,37,1933.67,71545.79,37414.32,34131.47
C-018,Customer 18,Enterprise,SKU-A,7,79,1159.38,91591.02,52105.8,39485.22
C-018,Customer 18,Enterprise,SKU-D,7,42,423.14,17771.88,13693.9,4077.98
C-018,Customer 18,Enterprise,SKU-E,8,43,1929.3,82959.9,43043.47,39916.43
C-018,Customer 18,Enterprise,SKU-A,8,87,1126.79,98030.73,57645.62,40385.11
C-018,Customer 18,Enterprise,SKU-D,8,42,418.15,17562.3,14081.54,3480.76
C-018,Customer 18,Enterprise,SKU-E,9,37,1907.93,70593.41,38056.15,32537.26
C-018,Customer 18,Enterprise,SKU-A,9,90,1106.13,99551.7,59107.96,40443.74
C-018,Customer 18,Enterprise,SKU-D,9,40,425.45,17018.0,13417.81,3600.19
C-018,Customer 18,Enterprise,SKU-E,10,38,1915.76,72798.88,37935.19,34863.69
C-018,Customer 18,Enterprise,SKU-A,10,80,1157.17,92573.6,53666.07,38907.53
C-018,Customer 18,Enterprise,SKU-D,10,53,421.16,22321.48,15280.2,7041.28
C-018,Customer 18,Enterprise,SKU-E,11,28,1844.7,51651.6,27054.65,24596.95
C-018,Customer 18,Enterprise,SKU-A,11,77,1146.52,88282.04,51572.76,36709.28
C-018,Customer 18,Enterprise,SKU-D,11,82,440.11,36089.02,24629.73,11459.29
C-018,Customer 18,Enterprise,SKU-E,12,23,1876.67,43163.41,22310.03,20853.38
C-018,Customer 18,Enterprise,SKU-A,12,72,1116.66,80399.52,45243.86,35155.66
C-018,Customer 18,Enterprise,SKU-D,12,103,440.31,45351.93,30964.97,14386.96
C-019,Customer 19,SMB,SKU-A,1,2,1200.0,2400.0,1323.46,1076.54
C-019,Customer 19,SMB,SKU-F,1,2,600.0,1200.0,859.93,340.07
C-019,Customer 19,SMB,SKU-D,1,1,450.0,450.0,295.27,154.73
C-019,Customer 19,SMB,SKU-A,2,2,1200.0,2400.0,1283.91,1116.09
C-019,Customer 19,SMB,SKU-F,2,3,600.0,1800.0,1252.41,547.59
C-019,Customer 19,SMB,SKU-C,2,1,3500.0,3500.0,1568.43,1931.57
C-019,Customer 19,SMB,SKU-D,2,1,450.0,450.0,292.69,157.31
C-019,Customer 19,SMB,SKU-A,3,2,1200.0,2400.0,1325.96,1074.04
C-019,Customer 19,SMB,SKU-F,3,1,600.0,600.0,426.86,173.14
C-019,Customer 19,SMB,SKU-C,3,1,3500.0,3500.0,1560.35,1939.65
C-019,Customer 19,SMB,SKU-D,3,1,450.0,450.0,291.03,158.97
C-019,Customer 19,SMB,SKU-A,4,3,1200.0,3600.0,2032.35,1567.65
C-019,Customer 19,SMB,SKU-F,4,2,600.0,1200.0,837.75,362.25
C-019,Customer 19,SMB,SKU-C,4,2,3500.0,7000.0,3145.49,3854.51
C-019,Customer 19,SMB,SKU-A,5,2,1200.0,2400.0,1344.57,1055.43
C-019,Customer 19,SMB,SKU-F,5,3,600.0,1800.0,1271.19,528.81
C-019,Customer 19,SMB,SKU-C,5,1,3500.0,3500.0,1620.73,1879.27
C-019,Customer 19,SMB,SKU-D,5,1,450.0,450.0,286.54,163.46
C-019,Customer 19,SMB,SKU-A,6,2,1200.0,2400.0,1298.76,1101.24
C-019,Customer 19,SMB,SKU-F,6,1,600.0,600.0,423.54,176.46
C-019,Customer 19,SMB,SKU-C,6,1,3500.0,3500.0,1585.78,1914.22
C-019,Customer 19,SMB,SKU-D,6,1,450.0,450.0,290.55,159.45
C-019,Customer 19,SMB,SKU-A,7,2,1200.0,2400.0,1406.98,993.02
C-019,Customer 19,SMB,SKU-F,7,2,600.0,1200.0,860.92,339.08
C-019,Customer 19,SMB,SKU-C,7,1,3500.0,3500.0,1636.48,1863.52
C-019,Customer 19,SMB,SKU-A,8,3,1200.0,3600.0,2096.35,1503.65
C-019,Customer 19,SMB,SKU-F,8,1,600.0,600.0,443.3,156.7
C-019,Customer 19,SMB,SKU-A,9,1,1200.0,1200.0,697.76,502.24
C-019,Customer 19,SMB,SKU-F,9,2,600.0,1200.0,861.78,338.22
C-019,Customer 19,SMB,SKU-C,9,1,3500.0,3500.0,1672.94,1827.06
C-019,Customer 19,SMB,SKU-A,10,2,1200.0,2400.0,1359.87,1040.13
C-019,Customer 19,SMB,SKU-F,10,2,600.0,1200.0,889.69,310.31
C-019,Customer 19,SMB,SKU-C,10,1,3500.0,3500.0,1652.72,1847.28
C-019,Customer 19,SMB,SKU-A,11,3,1200.0,3600.0,2072.89,1527.11
C-019,Customer 19,SMB,SKU-F,11,3,600.0,1800.0,1284.07,515.93
C-019,Customer 19,SMB,SKU-C,11,2,3500.0,7000.0,3399.55,3600.45
C-019,Customer 19,SMB,SKU-A,12,1,1200.0,1200.0,707.13,492.87
C-019,Customer 19,SMB,SKU-F,12,1,600.0,600.0,428.59,171.41
C-019,Customer 19,SMB,SKU-C,12,2,3500.0,7000.0,3262.82,3737.18
C-020,Customer 20,SMB,SKU-E,1,8,2000.0,16000.0,7979.51,8020.49
C-020,Customer 20,SMB,SKU-B,1,1,800.0,800.0,486.98,313.02
C-020,Customer 20,SMB,SKU-A,1,5,1200.0,6000.0,3223.42,2776.58
C-020,Customer 20,SMB,SKU-E,2,9,2000.0,18000.0,9174.57,8825.43
C-020,Customer 20,SMB,SKU-B,2,2,800.0,1600.0,952.33,647.67
C-020,Customer 20,SMB,SKU-A,2,5,1200.0,6000.0,3343.36,2656.64
C-020,Customer 20,SMB,SKU-E,3,5,2000.0,10000.0,4880.72,5119.28
C-020,Customer 20,SMB,SKU-B,3,1,800.0,800.0,489.51,310.49
C-020,Customer 20,SMB,SKU-A,3,5,1200.0,6000.0,3398.86,2601.14
C-020,Customer 20,SMB,SKU-E,4,7,2000.0,14000.0,7133.03,6866.97
C-020,Customer 20,SMB,SKU-B,4,2,800.0,1600.0,956.49,643.51
C-020,Customer 20,SMB,SKU-A,4,5,1200.0,6000.0,3247.92,2752.08
C-020,Customer 20,SMB,SKU-E,5,7,2000.0,14000.0,6937.26,7062.74
C-020,Customer 20,SMB,SKU-B,5,1,800.0,800.0,486.07,313.93
C-020,Customer 20,SMB,SKU-A,5,4,1200.0,4800.0,2582.85,2217.15
C-020,Customer 20,SMB,SKU-E,6,7,2000.0,14000.0,6814.93,7185.07
C-020,Customer 20,SMB,SKU-B,6,2,800.0,1600.0,951.41,648.59
C-020,Customer 20,SMB,SKU-A,6,5,1200.0,6000.0,3265.08,2734.92
C-020,Customer 20,SMB,SKU-E,7,6,2000.0,12000.0,6212.06,5787.94
C-020,Customer 20,SMB,SKU-B,7,2,800.0,1600.0,1029.65,570.35
C-020,Customer 20,SMB,SKU-A,7,5,1200.0,6000.0,3380.85,2619.15
C-020,Customer 20,SMB,SKU-E,8,7,2000.0,14000.0,7534.68,6465.32
C-020,Customer 20,SMB,SKU-B,8,3,800.0,2400.0,1556.68,843.32
C-020,Customer 20,SMB,SKU-A,8,5,1200.0,6000.0,3541.11,2458.89
C-020,Customer 20,SMB,SKU-E,9,6,2000.0,12000.0,6424.17,5575.83
C-020,Customer 20,SMB,SKU-B,9,4,800.0,3200.0,2047.63,1152.37
C-020,Customer 20,SMB,SKU-A,9,4,1200.0,4800.0,2784.88,2015.12
C-020,Customer 20,SMB,SKU-E,10,4,2000.0,8000.0,4187.9,3812.1
C-020,Customer 20,SMB,SKU-B,10,4,800.0,3200.0,2032.16,1167.84
C-020,Customer 20,SMB,SKU-A,10,5,1200.0,6000.0,3468.25,2531.75
C-020,Customer 20,SMB,SKU-E,11,4,2000.0,8000.0,4167.01,3832.99
C-020,Customer 20,SMB,SKU-B,11,5,800.0,4000.0,2588.08,1411.92
C-020,Customer 20,SMB,SKU-A,11,5,1200.0,6000.0,3521.99,2478.01
C-020,Customer 20,SMB,SKU-E,12,4,2000.0,8000.0,4189.53,3810.47
C-020,Customer 20,SMB,SKU-B,12,3,800.0,2400.0,1526.89,873.11
C-020,Customer 20,SMB,SKU-A,12,5,1200.0,6000.0,3472.16,2527.84
C-021,Customer 21,Mid-Market,SKU-B,1,11,793.22,8725.42,5162.55,3562.87
C-021,Customer 21,Mid-Market,SKU-B,2,12,773.49,9281.88,5514.91,3766.97
C-021,Customer 21,Mid-Market,SKU-B,3,9,784.47,7060.23,4196.42,2863.81
C-021,Customer 21,Mid-Market,SKU-B,4,10,778.16,7781.6,4542.45,3239.15
C-021,Customer 21,Mid-Market,SKU-B,5,12,785.29,9423.48,5526.61,3896.87
C-021,Customer 21,Mid-Market,SKU-B,6,12,772.56,9270.72,5542.84,3727.88
C-021,Customer 21,Mid-Market,SKU-B,7,28,793.53,22218.84,14156.26,8062.58
C-021,Customer 21,Mid-Market,SKU-B,8,23,795.78,18302.94,11634.63,6668.31
C-021,Customer 21,Mid-Market,SKU-B,9,26,791.23,20571.98,13080.56,7491.42
C-021,Customer 21,Mid-Market,SKU-B,10,29,791.99,22967.71,14358.39,8609.32
C-021,Customer 21,Mid-Market,SKU-B,11,25,787.32,19683.0,12255.59,7427.41
C-021,Customer 21,Mid-Market,SKU-B,12,23,777.62,17885.26,11087.98,6797.28
C-022,Customer 22,SMB,SKU-A,1,1,1200.0,1200.0,640.24,559.76
C-022,Customer 22,SMB,SKU-A,2,3,1200.0,3600.0,1921.7,1678.3
C-022,Customer 22,SMB,SKU-E,2,1,2000.0,2000.0,1011.74,988.26
C-022,Customer 22,SMB,SKU-A,3,2,1200.0,2400.0,1313.85,1086.15
C-022,Customer 22,SMB,SKU-E,3,1,2000.0,2000.0,992.98,1007.02
C-022,Customer 22,SMB,SKU-A,4,2,1200.0,2400.0,1305.22,1094.78
C-022,Customer 22,SMB,SKU-A,5,2,1200.0,2400.0,1341.66,1058.34
C-022,Customer 22,SMB,SKU-E,5,1,2000.0,2000.0,1029.58,970.42
C-022,Customer 22,SMB,SKU-A,6,2,1200.0,2400.0,1281.07,1118.93
C-022,Customer 22,SMB,SKU-E,6,1,2000.0,2000.0,1009.0,991.0
C-022,Customer 22,SMB,SKU-A,7,2,1200.0,2400.0,1396.65,1003.35
C-022,Customer 22,SMB,SKU-E,7,1,2000.0,2000.0,1061.75,938.25
C-022,Customer 22,SMB,SKU-A,8,3,1200.0,3600.0,2029.16,1570.84
C-022,Customer 22,SMB,SKU-A,9,2,1200.0,2400.0,1376.36,1023.64
C-022,Customer 22,SMB,SKU-E,9,1,2000.0,2000.0,1027.31,972.69
C-022,Customer 22,SMB,SKU-A,10,1,1200.0,1200.0,695.22,504.78
C-022,Customer 22,SMB,SKU-E,10,1,2000.0,2000.0,1056.3,943.7
C-022,Customer 22,SMB,SKU-A,11,1,1200.0,1200.0,700.92,499.08
C-022,Customer 22,SMB,SKU-E,11,1,2000.0,2000.0,1037.5,962.5
C-022,Customer 22,SMB,SKU-A,12,1,1200.0,1200.0,703.31,496.69
C-023,Customer 23,SMB,SKU-C,1,7,3500.0,24500.0,11288.22,13211.78
C-023,Customer 23,SMB,SKU-B,1,5,800.0,4000.0,2344.24,1655.76
C-023,Customer 23,SMB,SKU-D,1,2,450.0,900.0,602.09,297.91
C-023,Customer 23,SMB,SKU-C,2,7,3500.0,24500.0,11263.68,13236.32
C-023,Customer 23,SMB,SKU-B,2,4,800.0,3200.0,1927.88,1272.12
C-023,Customer 23,SMB,SKU-A,2,1,1200.0,1200.0,670.4,529.6
C-023,Customer 23,SMB,SKU-D,2,2,450.0,900.0,568.04,331.96
C-023,Customer 23,SMB,SKU-C,3,8,3500.0,28000.0,12252.11,15747.89
C-023,Customer 23,SMB,SKU-B,3,5,800.0,4000.0,2400.95,1599.05
C-023,Customer 23,SMB,SKU-D,3,2,450.0,900.0,570.34,329.66
C-023,Customer 23,SMB,SKU-C,4,6,3500.0,21000.0,9323.82,11676.18
C-023,Customer 23,SMB,SKU-B,4,4,800.0,3200.0,1898.1,1301.9
C-023,Customer 23,SMB,SKU-D,4,2,450.0,900.0,581.16,318.84
C-023,Customer 23,SMB,SKU-C,5,5,3500.0,17500.0,7960.55,9539.45
C-023,Customer 23,SMB,SKU-B,5,5,800.0,4000.0,2433.11,1566.89
C-023,Customer 23,SMB,SKU-A,5,1,1200.0,1200.0,643.61,556.39
C-023,Customer 23,SMB,SKU-D,5,2,450.0,900.0,588.82,311.18
C-023,Customer 23,SMB,SKU-C,6,7,3500.0,24500.0,11184.2,13315.8
C-023,Customer 23,SMB,SKU-B,6,5,800.0,4000.0,2345.2,1654.8
C-023,Customer 23,SMB,SKU-D,6,3,450.0,1350.0,878.71,471.29
C-023,Customer 23,SMB,SKU-C,7,6,3500.0,21000.0,9724.23,11275.77
C-023,Customer 23,SMB,SKU-B,7,11,800.0,8800.0,5467.08,3332.92
C-023,Customer 23,SMB,SKU-A,7,1,1200.0,1200.0,673.43,526.57
C-023,Customer 23,SMB,SKU-D,7,2,450.0,900.0,687.9,212.1
C-023,Customer 23,SMB,SKU-C,8,6,3500.0,21000.0,9670.71,11329.29
C-023,Customer 23,SMB,SKU-B,8,8,800.0,6400.0,4021.16,2378.84
C-023,Customer 23,SMB,SKU-A,8,1,1200.0,1200.0,695.78,504.22
C-023,Customer 23,SMB,SKU-D,8,3,450.0,1350.0,1034.34,315.66
C-023,Customer 23,SMB,SKU-C,9,6,3500.0,21000.0,9760.81,11239.19
C-023,Customer 23,SMB,SKU-B,9,10,800.0,8000.0,5149.75,2850.25
C-023,Customer 23,SMB,SKU-A,9,1,1200.0,1200.0,688.13,511.87
C-023,Customer 23,SMB,SKU-D,9,3,450.0,1350.0,1082.31,267.69
C-023,Customer 23,SMB,SKU-C,10,5,3500.0,17500.0,8388.15,9111.85
C-023,Customer 23,SMB,SKU-B,10,10,800.0,8000.0,5015.62,2984.38
C-023,Customer 23,SMB,SKU-A,10,1,1200.0,1200.0,702.16,497.84
C-023,Customer 23,SMB,SKU-D,10,3,450.0,1350.0,914.34,435.66
C-023,Customer 23,SMB,SKU-C,11,5,3500.0,17500.0,8109.66,9390.34
C-023,Customer 23,SMB,SKU-B,11,10,800.0,8000.0,5132.03,2867.97
C-023,Customer 23,SMB,SKU-D,11,6,463.5,2781.0,1873.24,907.76
C-023,Customer 23,SMB,SKU-C,12,8,3500.0,28000.0,13272.14,14727.86
C-023,Customer 23,SMB,SKU-B,12,10,800.0,8000.0,4891.21,3108.79
C-023,Customer 23,SMB,SKU-A,12,1,1200.0,1200.0,684.85,515.15
C-023,Customer 23,SMB,SKU-D,12,6,463.5,2781.0,1908.47,872.53
C-024,Customer 24,Enterprise,SKU-B,1,53,756.27,40082.31,24442.76,15639.55
C-024,Customer 24,Enterprise,SKU-F,1,27,559.19,15098.13,10407.07,4691.06
C-024,Customer 24,Enterprise,SKU-D,1,43,431.26,18544.18,11942.65,6601.53
C-024,Customer 24,Enterprise,SKU-B,2,66,737.96,48705.36,28349.08,20356.28
C-024,Customer 24,Enterprise,SKU-F,2,17,560.18,9523.06,6507.73,3015.33
C-024,Customer 24,Enterprise,SKU-D,2,32,425.43,13613.76,8615.28,4998.48
C-024,Customer 24,Enterprise,SKU-B,3,58,736.12,42694.96,25942.29,16752.67
C-024,Customer 24,Enterprise,SKU-F,3,26,555.08,14432.08,10114.43,4317.65
C-024,Customer 24,Enterprise,SKU-D,3,35,414.57,14509.95,9196.57,5313.38
C-024,Customer 24,Enterprise,SKU-B,4,62,743.2,46078.4,26941.76,19136.64
C-024,Customer 24,Enterprise,SKU-F,4,19,553.07,10508.33,7239.66,3268.67
C-024,Customer 24,Enterprise,SKU-D,4,38,418.48,15902.24,10460.94,5441.3
C-024,Customer 24,Enterprise,SKU-B,5,65,746.59,48528.35,28799.15,19729.2
C-024,Customer 24,Enterprise,SKU-F,5,21,575.92,12094.32,8608.22,3486.1
