week,week_date,customer_id,product,channel,segment,rep_id,seats,unit_price_monthly,list_price_monthly,discount_pct,revenue
3,2024-07-15,CUST-0021,Product 2,Direct Sales,Mid-Market,REP-003,42,68.49,85,0.1942,680.01
3,2024-07-15,CUST-0022,Product 3,Direct Sales,Mid-Market,REP-006,30,171.58,200,0.1421,1202.22
3,2024-07-15,CUST-0023,Product 6,Direct Sales,Enterprise,REP-005,115,81.94,95,0.1375,2151.26
3,2024-07-15,CUST-0024,Product 8,Direct Sales,Enterprise,REP-001,103,52.31,60,0.1281,1205.32
3,2024-07-15,CUST-0025,Product 1,Direct Sales,Mid-Market,REP-004,27,101.86,120,0.1512,662.33
3,2024-07-15,CUST-0026,Product 4,Direct Sales,Enterprise,REP-006,116,35.79,45,0.2046,950.44
3,2024-07-15,CUST-0027,Product 1,Direct Sales,Enterprise,REP-003,177,97.07,120,0.1911,3692.68
3,2024-07-15,CUST-0028,Product 7,Direct Sales,Mid-Market,REP-004,35,141.95,180,0.2114,1209.4
3,2024-07-15,CUST-0029,Product 4,Direct Sales,Mid-Market,REP-003,20,39.54,45,0.1213,180.96
3,2024-07-15,CUST-0030,Product 8,Direct Sales,Enterprise,REP-003,144,52.33,60,0.1279,1707.33
3,2024-07-15,CUST-0031,Product 2,Direct Sales,Mid-Market,REP-003,47,72.9,85,0.1423,786.3
3,2024-07-15,CUST-0032,Product 2,Direct Sales,Mid-Market,REP-004,43,75.0,85,0.1176,759.79
3,2024-07-15,CUST-0033,Product 3,Direct Sales,Mid-Market,REP-001,45,184.16,200,0.0792,1924.28
3,2024-07-15,CUST-0034,Product 2,Direct Sales,Enterprise,REP-005,115,79.19,85,0.0684,2000.85
3,2024-07-15,CUST-0035,Product 2,Direct Sales,Mid-Market,REP-003,23,73.6,85,0.1341,384.55
3,2024-07-15,CUST-0036,Product 2,Direct Sales,Mid-Market,REP-006,32,72.31,85,0.1493,526.87
3,2024-07-15,CUST-0037,Product 5,Direct Sales,Mid-Market,REP-004,41,127.33,150,0.1511,1172.7
3,2024-07-15,CUST-0038,Product 4,Direct Sales,Enterprise,REP-004,101,37.6,45,0.1645,843.7
3,2024-07-15,CUST-0039,Product 2,Direct Sales,Mid-Market,REP-005,52,70.82,85,0.1668,912.96
3,2024-07-15,CUST-0040,Product 5,Direct Sales,Enterprise,REP-001,61,124.62,150,0.1692,1727.06
3,2024-07-15,CUST-0041,Product 8,Direct Sales,Enterprise,REP-005,60,53.69,60,0.1051,732.35
3,2024-07-15,CUST-0042,Product 4,Direct Sales,Mid-Market,REP-003,58,35.8,45,0.2045,488.9
3,2024-07-15,CUST-0043,Product 7,Direct Sales,SMB,REP-004,16,155.12,180,0.1382,566.26
3,2024-07-15,CUST-0044,Product 7,Direct Sales,Enterprise,REP-004,166,145.1,180,0.1939,5722.23
3,2024-07-15,CUST-0045,Product 6,Direct Sales,Enterprise,REP-005,136,75.15,95,0.209,2186.71
3,2024-07-15,CUST-0046,Product 7,Direct Sales,Enterprise,REP-006,72,156.49,180,0.1306,2699.65
3,2024-07-15,CUST-0047,Product 6,Direct Sales,Enterprise,REP-004,158,80.76,95,0.1499,2964.51
3,2024-07-15,CUST-0048,Product 1,Direct Sales,Enterprise,REP-005,61,102.67,120,0.1444,1390.77
3,2024-07-15,CUST-0049,Product 6,Direct Sales,Mid-Market,REP-003,25,80.77,95,0.1498,485.8
3,2024-07-15,CUST-0050,Product 3,Direct Sales,Enterprise,REP-001,74,168.74,200,0.1563,2860.81
3,2024-07-15,CUST-0051,Product 8,Direct Sales,Enterprise,REP-005,116,50.35,60,0.1609,1328.75
3,2024-07-15,CUST-0052,Product 4,Direct Sales,Enterprise,REP-004,91,39.64,45,0.1191,841.16
3,2024-07-15,CUST-0053,Product 1,Direct Sales,Enterprise,REP-003,175,99.43,120,0.1714,3714.85
3,2024-07-15,CUST-0054,Product 4,Direct Sales,Enterprise,REP-006,128,37.04,45,0.1769,1085.79
3,2024-07-15,CUST-0055,Product 3,Direct Sales,Mid-Market,REP-003,34,177.9,200,0.1105,1430.77
3,2024-07-15,CUST-0056,Product 5,Direct Sales,Enterprise,REP-005,146,123.65,150,0.1757,4058.9
3,2024-07-15,CUST-0057,Product 8,Direct Sales,Enterprise,REP-006,133,48.35,60,0.1941,1419.17
3,2024-07-15,CUST-0058,Product 4,Direct Sales,Enterprise,REP-004,145,37.99,45,0.1557,1320.29
3,2024-07-15,CUST-0059,Product 2,Direct Sales,Mid-Market,REP-004,43,67.98,85,0.2002,702.03
3,2024-07-15,CUST-0060,Product 5,Direct Sales,Mid-Market,REP-005,33,128.55,150,0.143,963.7
3,2024-07-15,CUST-0061,Product 5,Direct Sales,Enterprise,REP-005,121,123.53,150,0.1765,3249.91
3,2024-07-15,CUST-0062,Product 6,Direct Sales,Enterprise,REP-005,69,76.24,95,0.1975,1175.79
3,2024-07-15,CUST-0063,Product 8,Direct Sales,Mid-Market,REP-006,26,51.05,60,0.1492,303.59
3,2024-07-15,CUST-0064,Product 3,Direct Sales,Mid-Market,REP-005,39,159.0,200,0.205,1463.38
3,2024-07-15,CUST-0065,Product 4,Direct Sales,Mid-Market,REP-001,21,37.8,45,0.16,180.36
3,2024-07-15,CUST-0066,Product 8,Direct Sales,Mid-Market,REP-001,27,52.4,60,0.1266,340.66
3,2024-07-15,CUST-0067,Product 8,Direct Sales,Mid-Market,REP-004,43,50.57,60,0.1571,493.04
3,2024-07-15,CUST-0068,Product 1,Direct Sales,Mid-Market,REP-005,49,93.94,120,0.2172,1162.46
3,2024-07-15,CUST-0069,Product 8,Direct Sales,Enterprise,REP-003,94,50.24,60,0.1627,1090.67
3,2024-07-15,CUST-0070,Product 2,Direct Sales,Enterprise,REP-001,102,73.61,85,0.134,1798.85
3,2024-07-15,CUST-0071,Product 2,Direct Sales,Mid-Market,REP-003,31,73.51,85,0.1352,542.87
3,2024-07-15,CUST-0072,Product 8,Direct Sales,Enterprise,REP-006,137,48.73,60,0.1878,1559.68
3,2024-07-15,CUST-0073,Product 5,Direct Sales,Enterprise,REP-005,87,127.31,150,0.1513,2537.46
3,2024-07-15,CUST-0074,Product 4,Direct Sales,Enterprise,REP-005,155,38.87,45,0.1362,1382.28
3,2024-07-15,CUST-0075,Product 1,Direct Sales,Enterprise,REP-003,158,107.65,120,0.1029,4091.06
3,2024-07-15,CUST-0076,Product 8,Direct Sales,Enterprise,REP-004,87,52.41,60,0.1265,1030.61
3,2024-07-15,CUST-0077,Product 1,Direct Sales,Mid-Market,REP-001,55,98.05,120,0.1829,1269.24
3,2024-07-15,CUST-0078,Product 6,Direct Sales,Enterprise,REP-006,146,73.84,95,0.2227,2508.39
3,2024-07-15,CUST-0079,Product 1,Direct Sales,Enterprise,REP-006,168,98.96,120,0.1753,3761.42
3,2024-07-15,CUST-0080,Product 8,Direct Sales,Mid-Market,REP-001,49,51.04,60,0.1494,552.82
3,2024-07-15,CUST-0081,Product 6,Partner,SMB,REP-008,8,80.53,95,0.1523,148.89
3,2024-07-15,CUST-0082,Product 8,Partner,Enterprise,REP-010,42,49.94,60,0.1676,480.55
3,2024-07-15,CUST-0083,Product 5,Partner,SMB,REP-010,8,132.3,150,0.118,244.39
3,2024-07-15,CUST-0084,Product 4,Partner,Mid-Market,REP-010,25,38.89,45,0.1357,208.16
3,2024-07-15,CUST-0085,Product 2,Partner,Mid-Market,REP-009,19,72.53,85,0.1467,334.47
3,2024-07-15,CUST-0086,Product 5,Partner,SMB,REP-009,4,133.89,150,0.1074,118.06
3,2024-07-15,CUST-0087,Product 3,Partner,Mid-Market,REP-010,15,160.06,200,0.1997,545.17
3,2024-07-15,CUST-0088,Product 4,Partner,SMB,REP-008,5,36.19,45,0.1958,41.52
3,2024-07-15,CUST-0089,Product 4,Partner,SMB,REP-010,8,38.21,45,0.1508,71.16
3,2024-07-15,CUST-0090,Product 7,Partner,Mid-Market,REP-009,36,155.68,180,0.1351,1320.91
3,2024-07-15,CUST-0091,Product 4,Partner,Mid-Market,REP-009,31,36.84,45,0.1813,270.56
3,2024-07-15,CUST-0092,Product 4,Partner,SMB,REP-010,10,37.16,45,0.1743,88.3
3,2024-07-15,CUST-0093,Product 8,Partner,Mid-Market,REP-009,24,51.08,60,0.1486,284.66
3,2024-07-15,CUST-0094,Product 1,Partner,Mid-Market,REP-008,27,101.33,120,0.1556,602.35
3,2024-07-15,CUST-0095,Product 1,Partner,SMB,REP-008,8,105.52,120,0.1207,186.19
3,2024-07-15,CUST-0096,Product 1,Partner,Enterprise,REP-009,95,101.96,120,0.1503,2365.95
3,2024-07-15,CUST-0097,Product 1,Partner,Mid-Market,REP-009,34,103.63,120,0.1364,808.34
3,2024-07-15,CUST-0098,Product 4,Partner,Mid-Market,REP-009,36,39.09,45,0.1313,290.24
3,2024-07-15,CUST-0099,Product 4,Partner,Enterprise,REP-008,88,37.83,45,0.1593,781.74
3,2024-07-15,CUST-0100,Product 8,Partner,Mid-Market,REP-008,33,50.34,60,0.161,389.3
3,2024-07-15,CUST-0101,Product 3,Partner,Mid-Market,REP-008,30,173.56,200,0.1322,1163.49
3,2024-07-15,CUST-0102,Product 1,Partner,SMB,REP-010,11,105.37,120,0.1219,260.11
3,2024-07-15,CUST-0103,Product 8,Partner,Mid-Market,REP-008,29,51.02,60,0.1497,345.65
3,2024-07-15,CUST-0104,Product 8,Partner,Mid-Market,REP-009,14,49.21,60,0.1799,161.72
3,2024-07-15,CUST-0105,Product 3,Partner,SMB,REP-009,4,169.58,200,0.1521,155.28
3,2024-07-15,CUST-0106,Product 7,Partner,SMB,REP-010,7,156.22,180,0.1321,253.81
3,2024-07-15,CUST-0108,Product 3,Partner,Mid-Market,REP-008,31,176.64,200,0.1168,1224.88
3,2024-07-15,CUST-0109,Product 8,Partner,Enterprise,REP-009,93,54.69,60,0.0885,1172.31
3,2024-07-15,CUST-0110,Product 1,Partner,Mid-Market,REP-008,36,99.92,120,0.1673,766.24
3,2024-07-15,CUST-0111,Product 4,Partner,Mid-Market,REP-009,20,39.03,45,0.1327,190.72
3,2024-07-15,CUST-0112,Product 2,Partner,SMB,REP-008,10,70.79,85,0.1672,157.16
3,2024-07-15,CUST-0113,Product 1,Partner,Mid-Market,REP-009,20,106.66,120,0.1112,536.66
3,2024-07-15,CUST-0114,Product 8,Partner,Enterprise,REP-009,83,50.5,60,0.1584,936.03
3,2024-07-15,CUST-0115,Product 5,Partner,Mid-Market,REP-010,29,124.86,150,0.1676,839.61
3,2024-07-15,CUST-0116,Product 6,Partner,Enterprise,REP-010,58,84.06,95,0.1152,1073.5
3,2024-07-15,CUST-0117,Product 6,Partner,SMB,REP-010,8,78.3,95,0.1758,144.09
3,2024-07-15,CUST-0118,Product 1,Partner,Mid-Market,REP-008,24,100.99,120,0.1584,560.49
3,2024-07-15,CUST-0119,Product 8,Partner,Mid-Market,REP-009,15,51.89,60,0.1351,173.35
3,2024-07-15,CUST-0120,Product 8,Partner,Mid-Market,REP-008,14,50.89,60,0.1519,159.09
3,2024-07-15,CUST-0121,Product 4,Partner,SMB,REP-009,5,38.41,45,0.1464,39.61
3,2024-07-15,CUST-0122,Product 4,Partner,Enterprise,REP-010,109,38.11,45,0.1532,901.3
3,2024-07-15,CUST-0123,Product 3,Partner,Mid-Market,REP-010,34,168.0,200,0.16,1344.03
3,2024-07-15,CUST-0124,Product 4,Partner,Mid-Market,REP-008,32,38.61,45,0.1421,278.27
3,2024-07-15,CUST-0125,Product 4,Partner,Enterprise,REP-008,92,38.88,45,0.1361,823.56
3,2024-07-15,CUST-0126,Product 7,Partner,Mid-Market,REP-009,35,159.57,180,0.1135,1231.23
3,2024-07-15,CUST-0127,Product 5,Partner,Mid-Market,REP-008,13,126.83,150,0.1545,377.77
3,2024-07-15,CUST-0128,Product 7,Partner,Mid-Market,REP-009,16,153.56,180,0.1469,581.94
3,2024-07-15,CUST-0129,Product 1,Partner,Mid-Market,REP-008,34,98.88,120,0.176,745.8
3,2024-07-15,CUST-0130,Product 7,Partner,Mid-Market,REP-010,26,159.41,180,0.1144,1002.93
3,2024-07-15,CUST-0131,Product 1,Partner,Mid-Market,REP-008,27,102.01,120,0.1499,613.94
3,2024-07-15,CUST-0132,Product 1,Partner,Enterprise,REP-009,68,105.98,120,0.1168,1537.0
3,2024-07-15,CUST-0133,Product 3,Partner,Mid-Market,REP-009,15,164.2,200,0.179,558.48
3,2024-07-15,CUST-0134,Product 8,Partner,Mid-Market,REP-008,18,50.69,60,0.1551,200.87
3,2024-07-15,CUST-0135,Product 1,Partner,SMB,REP-008,3,99.54,120,0.1705,65.53
3,2024-07-15,CUST-0136,Product 1,Partner,SMB,REP-010,10,105.19,120,0.1234,256.63
3,2024-07-15,CUST-0137,Product 4,Partner,Mid-Market,REP-009,36,37.36,45,0.1697,305.04
3,2024-07-15,CUST-0138,Product 8,Partner,SMB,REP-010,7,50.13,60,0.1645,76.69
3,2024-07-15,CUST-0139,Product 8,Partner,SMB,REP-008,7,49.4,60,0.1767,78.42
3,2024-07-15,CUST-0140,Product 1,Partner,Enterprise,REP-008,46,97.87,120,0.1844,968.16
3,2024-07-15,CUST-0141,Product 3,Partner,Enterprise,REP-010,83,167.88,200,0.1606,3231.54
3,2024-07-15,CUST-0142,Product 6,Partner,Enterprise,REP-009,106,77.28,95,0.1865,1867.54
3,2024-07-15,CUST-0143,Product 8,Partner,SMB,REP-009,7,53.42,60,0.1096,87.92
3,2024-07-15,CUST-0144,Product 6,Partner,Mid-Market,REP-010,15,77.0,95,0.1895,285.81
3,2024-07-15,CUST-0145,Product 4,Partner,SMB,REP-010,10,36.4,45,0.1911,81.47
3,2024-07-15,CUST-0146,Product 4,Partner,Enterprise,REP-008,57,38.69,45,0.1402,543.55
3,2024-07-15,CUST-0147,Product 6,Partner,SMB,REP-010,4,79.8,95,0.16,74.47
3,2024-07-15,CUST-0148,Product 2,Partner,SMB,REP-009,6,74.02,85,0.1292,105.32
3,2024-07-15,CUST-0149,Product 8,Partner,SMB,REP-010,5,51.41,60,0.1432,59.87
3,2024-07-15,CUST-0150,Product 8,Partner,Mid-Market,REP-009,24,52.09,60,0.1319,298.96
3,2024-07-15,CUST-0151,Product 6,Partner,Mid-Market,REP-010,30,81.91,95,0.1378,555.43
3,2024-07-15,CUST-0152,Product 5,Partner,SMB,REP-010,8,127.8,150,0.148,245.88
3,2024-07-15,CUST-0153,Product 8,Partner,Enterprise,REP-009,96,53.11,60,0.1149,1174.73
3,2024-07-15,CUST-0154,Product 5,Partner,Mid-Market,REP-009,14,125.72,150,0.1619,405.2
3,2024-07-15,CUST-0155,Product 6,Partner,Mid-Market,REP-008,32,81.81,95,0.1388,607.77
3,2024-07-15,CUST-0156,Product 1,Partner,Mid-Market,REP-008,24,103.79,120,0.1351,560.81
3,2024-07-15,CUST-0157,Product 6,Partner,Mid-Market,REP-008,14,83.69,95,0.1191,280.94
3,2024-07-15,CUST-0158,Product 4,Partner,Mid-Market,REP-008,33,37.13,45,0.1748,285.43
3,2024-07-15,CUST-0159,Product 8,Partner,Mid-Market,REP-008,25,51.17,60,0.1471,305.92
3,2024-07-15,CUST-0160,Product 5,Partner,Enterprise,REP-010,97,129.76,150,0.1349,2802.54
3,2024-07-15,CUST-0161,Product 6,Partner,SMB,REP-008,7,84.76,95,0.1078,124.29
3,2024-07-15,CUST-0162,Product 4,Partner,Mid-Market,REP-008,31,37.9,45,0.1578,273.87
3,2024-07-15,CUST-0163,Product 4,Partner,Mid-Market,REP-008,22,37.53,45,0.166,188.84
3,2024-07-15,CUST-0164,Product 5,Partner,Mid-Market,REP-008,17,127.78,150,0.1481,480.43
3,2024-07-15,CUST-0165,Product 1,Partner,Mid-Market,REP-008,25,99.42,120,0.1715,555.39
3,2024-07-15,CUST-0166,Product 4,Partner,Enterprise,REP-010,40,38.24,45,0.1502,357.66
3,2024-07-15,CUST-0167,Product 3,Partner,SMB,REP-009,6,169.18,200,0.1541,251.29
3,2024-07-15,CUST-0168,Product 4,Partner,Enterprise,REP-010,85,38.37,45,0.1474,742.05
3,2024-07-15,CUST-0169,Product 4,Partner,Mid-Market,REP-010,25,37.6,45,0.1644,224.25
3,2024-07-15,CUST-0170,Product 4,Partner,Enterprise,REP-010,89,40.12,45,0.1084,895.48
3,2024-07-15,CUST-0171,Product 1,Partner,Mid-Market,REP-009,15,99.0,120,0.175,336.31
3,2024-07-15,CUST-0172,Product 1,Partner,Mid-Market,REP-010,22,100.13,120,0.1656,483.3
3,2024-07-15,CUST-0173,Product 1,Partner,Mid-Market,REP-010,28,99.74,120,0.1688,712.01
3,2024-07-15,CUST-0174,Product 2,Partner,SMB,REP-009,10,72.93,85,0.142,159.45
3,2024-07-15,CUST-0175,Product 5,Partner,SMB,REP-008,9,127.73,150,0.1485,246.96
3,2024-07-15,CUST-0176,Product 5,Partner,SMB,REP-010,7,123.06,150,0.1796,195.13
3,2024-07-15,CUST-0177,Product 8,Partner,Mid-Market,REP-008,19,49.8,60,0.17,228.73
3,2024-07-15,CUST-0178,Product 7,Partner,SMB,REP-009,11,148.57,180,0.1746,403.11
3,2024-07-15,CUST-0179,Product 8,Partner,Enterprise,REP-010,67,52.92,60,0.118,845.81
3,2024-07-15,CUST-0180,Product 6,Partner,Enterprise,REP-010,92,79.41,95,0.1641,1775.07
3,2024-07-15,CUST-0181,Product 4,Inside Sales,SMB,REP-015,5,40.47,45,0.1007,48.49
3,2024-07-15,CUST-0182,Product 3,Inside Sales,SMB,REP-014,6,188.48,200,0.0576,238.05
3,2024-07-15,CUST-0183,Product 3,Inside Sales,Mid-Market,REP-014,14,184.3,200,0.0785,613.09
3,2024-07-15,CUST-0184,Product 1,Inside Sales,SMB,REP-012,4,110.6,120,0.0783,102.29
3,2024-07-15,CUST-0185,Product 4,Inside Sales,Mid-Market,REP-014,9,40.87,45,0.0917,86.46
3,2024-07-15,CUST-0186,Product 3,Inside Sales,SMB,REP-013,4,184.16,200,0.0792,180.39
3,2024-07-15,CUST-0187,Product 6,Inside Sales,SMB,REP-015,4,83.67,95,0.1193,78.38
3,2024-07-15,CUST-0188,Product 2,Inside Sales,SMB,REP-011,4,77.15,85,0.0923,72.21
3,2024-07-15,CUST-0189,Product 2,Inside Sales,SMB,REP-011,5,77.68,85,0.0861,89.79
3,2024-07-15,CUST-0190,Product 4,Inside Sales,SMB,REP-017,6,40.94,45,0.0902,57.34
3,2024-07-15,CUST-0191,Product 2,Inside Sales,Mid-Market,REP-015,19,80.45,85,0.0535,380.25
3,2024-07-15,CUST-0192,Product 2,Inside Sales,Enterprise,REP-017,46,77.62,85,0.0868,808.14
3,2024-07-15,CUST-0193,Product 5,Inside Sales,SMB,REP-012,4,132.42,150,0.1172,114.88
3,2024-07-15,CUST-0194,Product 6,Inside Sales,Mid-Market,REP-013,21,86.45,95,0.09,419.84
3,2024-07-15,CUST-0195,Product 8,Inside Sales,SMB,REP-015,6,58.1,60,0.0317,79.43
3,2024-07-15,CUST-0196,Product 5,Inside Sales,Mid-Market,REP-013,13,140.07,150,0.0662,402.68
3,2024-07-15,CUST-0197,Product 2,Inside Sales,Mid-Market,REP-012,21,77.35,85,0.09,372.32
3,2024-07-15,CUST-0198,Product 2,Inside Sales,SMB,REP-013,4,76.64,85,0.0984,75.1
3,2024-07-15,CUST-0199,Product 8,Inside Sales,SMB,REP-012,3,57.07,60,0.0489,39.07
3,2024-07-15,CUST-0200,Product 8,Inside Sales,SMB,REP-012,3,55.52,60,0.0746,39.02
3,2024-07-15,CUST-0201,Product 4,Inside Sales,SMB,REP-017,3,40.87,45,0.0917,28.48
3,2024-07-15,CUST-0202,Product 1,Inside Sales,SMB,REP-014,5,109.13,120,0.0906,133.09
3,2024-07-15,CUST-0203,Product 8,Inside Sales,Mid-Market,REP-014,20,56.2,60,0.0634,255.02
3,2024-07-15,CUST-0204,Product 6,Inside Sales,Mid-Market,REP-012,17,89.21,95,0.0609,334.89
3,2024-07-15,CUST-0205,Product 1,Inside Sales,SMB,REP-015,2,108.13,120,0.0989,50.97
3,2024-07-15,CUST-0206,Product 1,Inside Sales,SMB,REP-012,5,113.94,120,0.0505,137.37
3,2024-07-15,CUST-0207,Product 1,Inside Sales,SMB,REP-015,2,111.67,120,0.0694,50.96
3,2024-07-15,CUST-0208,Product 8,Inside Sales,SMB,REP-013,3,52.4,60,0.1267,34.75
3,2024-07-15,CUST-0209,Product 2,Inside Sales,SMB,REP-012,5,77.78,85,0.0849,88.46
3,2024-07-15,CUST-0210,Product 2,Inside Sales,Enterprise,REP-013,65,78.45,85,0.0771,1275.66
3,2024-07-15,CUST-0211,Product 4,Inside Sales,Mid-Market,REP-013,15,41.91,45,0.0686,144.01
3,2024-07-15,CUST-0212,Product 4,Inside Sales,Mid-Market,REP-013,8,41.98,45,0.0671,78.86
3,2024-07-15,CUST-0213,Product 8,Inside Sales,Mid-Market,REP-012,17,53.78,60,0.1037,224.8
3,2024-07-15,CUST-0214,Product 8,Inside Sales,SMB,REP-011,2,55.31,60,0.0782,26.66
3,2024-07-15,CUST-0215,Product 6,Inside Sales,SMB,REP-013,5,90.96,95,0.0425,103.08
3,2024-07-15,CUST-0216,Product 2,Inside Sales,SMB,REP-017,6,78.23,85,0.0797,105.21
3,2024-07-15,CUST-0217,Product 4,Inside Sales,Mid-Market,REP-017,13,41.14,45,0.0858,124.45
3,2024-07-15,CUST-0218,Product 3,Inside Sales,SMB,REP-017,2,192.08,200,0.0396,87.21
3,2024-07-15,CUST-0219,Product 4,Inside Sales,Mid-Market,REP-012,17,41.85,45,0.07,156.62
3,2024-07-15,CUST-0220,Product 6,Inside Sales,SMB,REP-014,5,87.64,95,0.0775,101.72
3,2024-07-15,CUST-0221,Product 1,Inside Sales,SMB,REP-012,5,110.51,120,0.0791,122.61
3,2024-07-15,CUST-0222,Product 4,Inside Sales,Mid-Market,REP-014,11,41.63,45,0.0748,107.21
3,2024-07-15,CUST-0223,Product 6,Inside Sales,SMB,REP-012,5,86.03,95,0.0944,99.49
3,2024-07-15,CUST-0224,Product 4,Inside Sales,SMB,REP-011,4,40.73,45,0.0948,39.17
3,2024-07-15,CUST-0225,Product 8,Inside Sales,Mid-Market,REP-014,19,53.11,60,0.1149,230.05
3,2024-07-15,CUST-0226,Product 1,Inside Sales,Mid-Market,REP-013,17,111.48,120,0.071,437.97
3,2024-07-15,CUST-0227,Product 5,Inside Sales,SMB,REP-015,4,138.19,150,0.0787,128.22
3,2024-07-15,CUST-0228,Product 8,Inside Sales,SMB,REP-015,4,55.92,60,0.068,54.15
3,2024-07-15,CUST-0229,Product 2,Inside Sales,SMB,REP-012,6,76.9,85,0.0953,109.41
3,2024-07-15,CUST-0230,Product 5,Inside Sales,Mid-Market,REP-011,21,133.22,150,0.1119,663.27
3,2024-07-15,CUST-0231,Product 8,Inside Sales,SMB,REP-014,3,53.84,60,0.1027,38.34
3,2024-07-15,CUST-0232,Product 1,Inside Sales,Mid-Market,REP-014,12,110.21,120,0.0816,277.91
3,2024-07-15,CUST-0233,Product 6,Inside Sales,SMB,REP-011,5,88.42,95,0.0693,107.04
3,2024-07-15,CUST-0234,Product 3,Inside Sales,SMB,REP-014,4,184.32,200,0.0784,174.85
3,2024-07-15,CUST-0235,Product 8,Inside Sales,SMB,REP-013,2,54.53,60,0.0912,25.16
3,2024-07-15,CUST-0236,Product 1,Inside Sales,SMB,REP-012,4,109.73,120,0.0856,100.92
3,2024-07-15,CUST-0237,Product 3,Inside Sales,SMB,REP-014,3,182.04,200,0.0898,113.14
3,2024-07-15,CUST-0238,Product 5,Inside Sales,SMB,REP-012,4,137.61,150,0.0826,130.93
3,2024-07-15,CUST-0239,Product 5,Inside Sales,SMB,REP-013,3,139.62,150,0.0692,100.89
3,2024-07-15,CUST-0240,Product 8,Inside Sales,SMB,REP-011,4,55.45,60,0.0758,53.92
3,2024-07-15,CUST-0241,Product 1,Inside Sales,SMB,REP-015,6,110.62,120,0.0782,154.78
3,2024-07-15,CUST-0242,Product 4,Inside Sales,SMB,REP-015,4,39.86,45,0.1143,36.49
3,2024-07-15,CUST-0243,Product 8,Inside Sales,SMB,REP-015,5,55.63,60,0.0729,64.76
3,2024-07-15,CUST-0244,Product 8,Inside Sales,SMB,REP-011,5,56.06,60,0.0656,63.03
3,2024-07-15,CUST-0245,Product 6,Inside Sales,Mid-Market,REP-011,20,90.42,95,0.0482,439.13
3,2024-07-15,CUST-0246,Product 4,Inside Sales,Mid-Market,REP-017,12,40.18,45,0.1072,109.19
3,2024-07-15,CUST-0247,Product 1,Inside Sales,SMB,REP-012,3,110.6,120,0.0783,74.22
3,2024-07-15,CUST-0248,Product 8,Inside Sales,Enterprise,REP-014,47,53.75,60,0.1041,596.21
3,2024-07-15,CUST-0249,Product 1,Inside Sales,Mid-Market,REP-013,20,109.74,120,0.0855,488.4
3,2024-07-15,CUST-0250,Product 1,Inside Sales,SMB,REP-014,2,111.52,120,0.0707,53.41
3,2024-07-15,CUST-0251,Product 1,Inside Sales,SMB,REP-012,5,110.47,120,0.0794,125.93
3,2024-07-15,CUST-0252,Product 8,Inside Sales,SMB,REP-015,5,54.46,60,0.0924,64.06
3,2024-07-15,CUST-0253,Product 5,Inside Sales,SMB,REP-012,2,139.35,150,0.071,67.01
3,2024-07-15,CUST-0254,Product 1,Inside Sales,SMB,REP-012,3,111.22,120,0.0732,81.86
3,2024-07-15,CUST-0255,Product 8,Inside Sales,Mid-Market,REP-015,20,56.25,60,0.0625,249.52
3,2024-07-15,CUST-0256,Product 4,Inside Sales,SMB,REP-013,2,41.31,45,0.0819,20.29
3,2024-07-15,CUST-0257,Product 8,Inside Sales,SMB,REP-011,5,53.15,60,0.1141,61.89
3,2024-07-15,CUST-0258,Product 8,Inside Sales,Mid-Market,REP-014,20,56.17,60,0.0638,254.6
3,2024-07-15,CUST-0259,Product 6,Inside Sales,Enterprise,REP-015,50,84.83,95,0.1071,993.22
3,2024-07-15,CUST-0260,Product 2,Inside Sales,SMB,REP-012,3,78.71,85,0.074,57.72
3,2024-07-15,CUST-0261,Product 7,Inside Sales,SMB,REP-013,6,167.42,180,0.0699,254.32
3,2024-07-15,CUST-0262,Product 5,Inside Sales,Enterprise,REP-014,40,139.94,150,0.0671,1282.19
3,2024-07-15,CUST-0263,Product 2,Inside Sales,Mid-Market,REP-014,20,74.05,85,0.1288,351.01
3,2024-07-15,CUST-0264,Product 7,Inside Sales,SMB,REP-013,5,171.68,180,0.0462,199.44
3,2024-07-15,CUST-0265,Product 8,Inside Sales,Mid-Market,REP-012,12,57.38,60,0.0436,147.51
3,2024-07-15,CUST-0266,Product 5,Inside Sales,SMB,REP-012,3,137.84,150,0.0811,90.97
3,2024-07-15,CUST-0267,Product 1,Inside Sales,Mid-Market,REP-017,7,112.3,120,0.0642,190.75
3,2024-07-15,CUST-0268,Product 5,Inside Sales,Mid-Market,REP-015,12,142.16,150,0.0523,370.99
3,2024-07-15,CUST-0269,Product 5,Inside Sales,SMB,REP-014,2,136.68,150,0.0888,63.36
3,2024-07-15,CUST-0270,Product 4,Inside Sales,SMB,REP-011,4,40.36,45,0.1032,37.24
3,2024-07-15,CUST-0271,Product 4,Inside Sales,SMB,REP-013,5,41.33,45,0.0815,47.48
3,2024-07-15,CUST-0272,Product 2,Inside Sales,Enterprise,REP-015,58,77.32,85,0.0903,1046.25
3,2024-07-15,CUST-0273,Product 1,Inside Sales,Mid-Market,REP-013,17,111.53,120,0.0706,429.87
3,2024-07-15,CUST-0274,Product 1,Inside Sales,Mid-Market,REP-011,17,106.72,120,0.1107,416.22
3,2024-07-15,CUST-0275,Product 1,Inside Sales,Mid-Market,REP-015,11,110.92,120,0.0757,290.47
3,2024-07-15,CUST-0276,Product 8,Inside Sales,SMB,REP-011,4,56.63,60,0.0562,51.35
