customer_id,product,channel,segment,seats_initial,renewal_month,discount_pct,acquisition_week,acquisition_date,rep_id,status
CUST-0292,Product 2,Inside Sales,SMB,2,5,0.0479,-64,pre-period,REP-017,churned
CUST-0293,Product 2,Inside Sales,SMB,2,8,0.0722,-59,pre-period,REP-011,active
CUST-0294,Product 6,Inside Sales,SMB,5,8,0.1035,-127,pre-period,REP-012,active
CUST-0295,Product 5,Inside Sales,SMB,2,1,0.1027,-95,pre-period,REP-014,active
CUST-0296,Product 1,Inside Sales,Mid-Market,22,12,0.0794,-47,pre-period,REP-011,active
CUST-0297,Product 6,Inside Sales,SMB,3,7,0.0548,-147,pre-period,REP-015,active
CUST-0298,Product 4,Inside Sales,Mid-Market,13,8,0.0931,-143,pre-period,REP-017,active
CUST-0299,Product 8,Inside Sales,Mid-Market,11,3,0.0992,-126,pre-period,REP-011,active
CUST-0300,Product 2,Inside Sales,SMB,6,12,0.0669,-138,pre-period,REP-013,active
CUST-0301,Product 2,Self-Serve,SMB,2,3,0,-94,pre-period,REP-018,active
CUST-0302,Product 1,Self-Serve,SMB,1,5,0,-75,pre-period,REP-019,active
CUST-0303,Product 5,Self-Serve,SMB,1,12,0,-105,pre-period,REP-020,active
CUST-0304,Product 5,Self-Serve,SMB,1,1,0,-115,pre-period,REP-018,active
CUST-0305,Product 5,Self-Serve,SMB,1,8,0,-35,pre-period,REP-018,active
CUST-0306,Product 2,Self-Serve,SMB,1,5,0,-124,pre-period,REP-020,active
CUST-0307,Product 4,Self-Serve,SMB,1,8,0,-118,pre-period,REP-020,active
CUST-0308,Product 2,Self-Serve,SMB,1,5,0,-46,pre-period,REP-019,active
CUST-0309,Product 7,Self-Serve,SMB,1,8,0,-102,pre-period,REP-020,active
CUST-0310,Product 4,Self-Serve,SMB,1,5,0,-119,pre-period,REP-019,active
CUST-0311,Product 1,Self-Serve,Mid-Market,5,1,0,-77,pre-period,REP-018,active
CUST-0312,Product 4,Self-Serve,SMB,2,3,0,-13,pre-period,REP-018,active
CUST-0313,Product 2,Self-Serve,SMB,1,7,0,-28,pre-period,REP-018,active
CUST-0314,Product 4,Self-Serve,SMB,1,12,0,-128,pre-period,REP-020,active
CUST-0315,Product 6,Self-Serve,SMB,1,9,0,-21,pre-period,REP-019,active
CUST-0316,Product 8,Self-Serve,SMB,1,10,0,-125,pre-period,REP-019,active
CUST-0317,Product 5,Self-Serve,Mid-Market,4,6,0,-102,pre-period,REP-018,active
CUST-0318,Product 1,Self-Serve,SMB,1,2,0,-116,pre-period,REP-018,active
CUST-0319,Product 8,Self-Serve,Mid-Market,4,1,0,-69,pre-period,REP-019,active
CUST-0320,Product 4,Self-Serve,SMB,1,12,0,-140,pre-period,REP-020,active
CUST-0321,Product 4,Self-Serve,SMB,1,6,0,-49,pre-period,REP-020,active
CUST-0322,Product 3,Self-Serve,SMB,1,11,0,-87,pre-period,REP-019,active
CUST-0323,Product 2,Self-Serve,SMB,1,8,0,-72,pre-period,REP-018,active
CUST-0324,Product 2,Self-Serve,SMB,1,10,0,-31,pre-period,REP-018,active
CUST-0325,Product 4,Self-Serve,SMB,1,11,0,-113,pre-period,REP-020,active
CUST-0326,Product 3,Self-Serve,SMB,1,6,0,-121,pre-period,REP-018,active
CUST-0327,Product 4,Self-Serve,SMB,1,10,0,-42,pre-period,REP-018,active
CUST-0328,Product 3,Self-Serve,SMB,1,1,0,-75,pre-period,REP-020,active
CUST-0329,Product 8,Self-Serve,SMB,1,9,0,-146,pre-period,REP-019,active
CUST-0330,Product 2,Self-Serve,SMB,1,11,0,-41,pre-period,REP-018,active
CUST-0331,Product 2,Self-Serve,Mid-Market,7,7,0,-89,pre-period,REP-020,active
CUST-0332,Product 3,Self-Serve,SMB,1,5,0,-124,pre-period,REP-018,active
CUST-0333,Product 4,Self-Serve,Mid-Market,3,11,0,-46,pre-period,REP-019,active
CUST-0334,Product 2,Self-Serve,SMB,1,12,0,-36,pre-period,REP-018,churned
CUST-0335,Product 5,Self-Serve,Mid-Market,7,12,0,-139,pre-period,REP-020,active
CUST-0336,Product 4,Self-Serve,SMB,1,7,0,-122,pre-period,REP-020,active
CUST-0337,Product 1,Self-Serve,SMB,1,6,0,-68,pre-period,REP-020,active
CUST-0338,Product 4,Self-Serve,SMB,1,3,0,-22,pre-period,REP-018,active
CUST-0339,Product 1,Self-Serve,SMB,1,2,0,-39,pre-period,REP-019,active
CUST-0340,Product 1,Self-Serve,SMB,1,6,0,-31,pre-period,REP-019,active
CUST-0341,Product 3,Self-Serve,SMB,1,2,0,-85,pre-period,REP-019,active
CUST-0342,Product 5,Self-Serve,SMB,1,2,0,-70,pre-period,REP-020,active
CUST-0343,Product 5,Self-Serve,SMB,1,3,0,-105,pre-period,REP-019,active
CUST-0344,Product 4,Self-Serve,SMB,1,11,0,-110,pre-period,REP-018,active
CUST-0345,Product 6,Self-Serve,SMB,1,7,0,-33,pre-period,REP-018,active
CUST-0346,Product 2,Self-Serve,SMB,2,11,0,-65,pre-period,REP-020,active
CUST-0347,Product 1,Self-Serve,SMB,1,2,0,-37,pre-period,REP-020,active
CUST-0348,Product 1,Self-Serve,SMB,1,10,0,-141,pre-period,REP-020,active
CUST-0349,Product 6,Self-Serve,SMB,1,8,0,-44,pre-period,REP-019,active
CUST-0350,Product 5,Self-Serve,SMB,2,12,0,-42,pre-period,REP-018,active
CUST-0351,Product 4,Self-Serve,SMB,1,9,0,-71,pre-period,REP-020,active
CUST-0352,Product 2,Self-Serve,SMB,2,7,0,-50,pre-period,REP-019,active
CUST-0353,Product 8,Self-Serve,Mid-Market,5,12,0,-13,pre-period,REP-018,active
CUST-0354,Product 2,Self-Serve,SMB,1,9,0,-144,pre-period,REP-018,active
CUST-0355,Product 1,Self-Serve,SMB,1,5,0,-80,pre-period,REP-019,active
CUST-0356,Product 6,Self-Serve,SMB,2,7,0,-48,pre-period,REP-018,active
CUST-0357,Product 7,Self-Serve,SMB,1,5,0,-109,pre-period,REP-018,active
CUST-0358,Product 4,Self-Serve,SMB,1,11,0,-129,pre-period,REP-018,active
CUST-0359,Product 6,Self-Serve,SMB,1,3,0,-107,pre-period,REP-019,active
CUST-0360,Product 2,Self-Serve,SMB,1,1,0,-47,pre-period,REP-020,active
CUST-0361,Product 5,Self-Serve,Mid-Market,2,6,0,-134,pre-period,REP-020,active
CUST-0362,Product 5,Self-Serve,SMB,1,2,0,-121,pre-period,REP-020,active
CUST-0363,Product 6,Self-Serve,SMB,1,12,0,-130,pre-period,REP-018,active
CUST-0364,Product 6,Self-Serve,SMB,1,3,0,-36,pre-period,REP-018,active
CUST-0365,Product 8,Self-Serve,Mid-Market,6,5,0,-127,pre-period,REP-020,active
CUST-0366,Product 2,Self-Serve,SMB,1,3,0,-91,pre-period,REP-019,active
CUST-0367,Product 4,Self-Serve,SMB,2,3,0,-53,pre-period,REP-018,active
CUST-0368,Product 8,Self-Serve,SMB,1,11,0,-12,pre-period,REP-018,active
CUST-0369,Product 2,Self-Serve,Mid-Market,2,1,0,-104,pre-period,REP-018,active
CUST-0370,Product 1,Self-Serve,SMB,1,4,0,-117,pre-period,REP-020,active
CUST-0371,Product 5,Self-Serve,SMB,1,1,0,-116,pre-period,REP-018,active
CUST-0372,Product 1,Self-Serve,SMB,1,3,0,-46,pre-period,REP-020,active
CUST-0373,Product 4,Self-Serve,SMB,1,4,0,-124,pre-period,REP-019,active
CUST-0374,Product 6,Self-Serve,SMB,1,12,0,-51,pre-period,REP-019,active
CUST-0375,Product 3,Self-Serve,SMB,1,11,0,-56,pre-period,REP-020,active
CUST-0376,Product 4,Self-Serve,SMB,1,12,0,-145,pre-period,REP-019,churned
CUST-0377,Product 5,Self-Serve,SMB,1,9,0,-145,pre-period,REP-019,active
CUST-0378,Product 4,Self-Serve,SMB,1,8,0,-99,pre-period,REP-019,active
CUST-0379,Product 8,Self-Serve,SMB,1,5,0,-36,pre-period,REP-019,active
CUST-0380,Product 8,Self-Serve,SMB,1,7,0,-23,pre-period,REP-019,active
CUST-0381,Product 3,Self-Serve,Mid-Market,5,7,0,-131,pre-period,REP-020,active
CUST-0382,Product 4,Self-Serve,SMB,2,10,0,-97,pre-period,REP-018,active
CUST-0383,Product 8,Self-Serve,SMB,1,6,0,-33,pre-period,REP-018,active
CUST-0384,Product 2,Self-Serve,SMB,1,8,0,-38,pre-period,REP-020,active
CUST-0385,Product 4,Self-Serve,SMB,1,2,0,-146,pre-period,REP-020,churned
CUST-0386,Product 2,Self-Serve,SMB,1,1,0,-86,pre-period,REP-019,active
CUST-0387,Product 8,Self-Serve,SMB,1,9,0,-17,pre-period,REP-019,active
CUST-0388,Product 4,Self-Serve,SMB,2,12,0,-30,pre-period,REP-020,active
CUST-0389,Product 7,Self-Serve,Mid-Market,5,1,0,-115,pre-period,REP-020,active
CUST-0390,Product 8,Self-Serve,SMB,1,12,0,-15,pre-period,REP-018,active
CUST-0391,Product 1,Self-Serve,SMB,1,10,0,-96,pre-period,REP-020,churned
CUST-0392,Product 6,Self-Serve,SMB,1,2,0,-117,pre-period,REP-019,active
CUST-0393,Product 8,Self-Serve,Mid-Market,7,5,0,-55,pre-period,REP-018,active
CUST-0394,Product 8,Self-Serve,SMB,1,8,0,-26,pre-period,REP-020,active
CUST-0395,Product 4,Self-Serve,SMB,1,2,0,-16,pre-period,REP-018,active
CUST-0396,Product 6,Self-Serve,SMB,1,6,0,-124,pre-period,REP-020,active
CUST-0397,Product 8,Self-Serve,SMB,2,12,0,-47,pre-period,REP-019,active
CUST-0398,Product 6,Self-Serve,SMB,1,4,0,-19,pre-period,REP-018,active
CUST-0399,Product 4,Self-Serve,SMB,2,2,0,-41,pre-period,REP-020,active
CUST-0400,Product 5,Self-Serve,SMB,2,4,0,-78,pre-period,REP-018,active
CUST-0401,Product 4,Self-Serve,SMB,2,3,0,-80,pre-period,REP-020,active
CUST-0402,Product 8,Self-Serve,SMB,1,2,0,-80,pre-period,REP-019,active
CUST-0403,Product 7,Self-Serve,SMB,1,12,0,-106,pre-period,REP-019,active
CUST-0404,Product 5,Self-Serve,SMB,1,9,0,-112,pre-period,REP-020,active
CUST-0405,Product 1,Self-Serve,SMB,2,7,0,-76,pre-period,REP-019,active
CUST-0406,Product 4,Self-Serve,SMB,1,1,0,-104,pre-period,REP-019,active
CUST-0407,Product 8,Self-Serve,Mid-Market,7,2,0,-110,pre-period,REP-020,active
CUST-0408,Product 4,Self-Serve,SMB,1,9,0,-86,pre-period,REP-020,active
CUST-0409,Product 1,Self-Serve,Mid-Market,2,1,0,-104,pre-period,REP-020,active
CUST-0410,Product 2,Self-Serve,Mid-Market,7,12,0,-60,pre-period,REP-018,active
CUST-0411,Product 3,Self-Serve,SMB,1,10,0,-15,pre-period,REP-020,active
CUST-0412,Product 1,Self-Serve,SMB,1,10,0,-145,pre-period,REP-018,active
CUST-0413,Product 7,Self-Serve,SMB,1,12,0,-126,pre-period,REP-020,active
CUST-0414,Product 8,Self-Serve,SMB,1,2,0,-40,pre-period,REP-020,active
CUST-0415,Product 4,Self-Serve,SMB,1,6,0,-103,pre-period,REP-020,active
CUST-0416,Product 1,Self-Serve,SMB,1,7,0,-135,pre-period,REP-019,active
CUST-0417,Product 1,Self-Serve,SMB,1,5,0,-106,pre-period,REP-019,active
CUST-0418,Product 4,Self-Serve,SMB,1,3,0,-148,pre-period,REP-020,active
CUST-0419,Product 6,Self-Serve,SMB,1,4,0,-50,pre-period,REP-018,active
CUST-0420,Product 3,Self-Serve,SMB,1,8,0,-110,pre-period,REP-020,active
CUST-0421,Product 2,Self-Serve,SMB,1,11,0,-27,pre-period,REP-020,active
CUST-0422,Product 2,Self-Serve,SMB,1,6,0,-128,pre-period,REP-020,active
CUST-0423,Product 5,Self-Serve,SMB,1,5,0,-42,pre-period,REP-018,active
CUST-0424,Product 8,Self-Serve,SMB,1,1,0,-100,pre-period,REP-019,active
CUST-0425,Product 5,Self-Serve,SMB,1,10,0,-97,pre-period,REP-020,active
CUST-0426,Product 4,Self-Serve,SMB,1,3,0,-40,pre-period,REP-018,active
CUST-0427,Product 6,Self-Serve,SMB,2,10,0,-121,pre-period,REP-019,active
CUST-0428,Product 8,Self-Serve,SMB,1,12,0,-140,pre-period,REP-019,active
CUST-0429,Product 2,Self-Serve,SMB,2,4,0,-70,pre-period,REP-018,active
CUST-0430,Product 5,Self-Serve,SMB,1,5,0,-30,pre-period,REP-019,active
CUST-0431,Product 4,Self-Serve,SMB,1,5,0,-16,pre-period,REP-020,active
CUST-0432,Product 5,Self-Serve,SMB,1,1,0,-36,pre-period,REP-020,active
CUST-0433,Product 6,Self-Serve,SMB,1,7,0,-50,pre-period,REP-020,active
CUST-0434,Product 3,Self-Serve,SMB,1,12,0,-45,pre-period,REP-020,active
CUST-0435,Product 8,Self-Serve,SMB,1,9,0,-77,pre-period,REP-018,active
CUST-0436,Product 8,Self-Serve,SMB,1,11,0,-74,pre-period,REP-018,active
CUST-0437,Product 3,Self-Serve,SMB,2,12,0,-68,pre-period,REP-018,active
CUST-0438,Product 6,Self-Serve,SMB,2,4,0,-135,pre-period,REP-019,churned
CUST-0439,Product 8,Self-Serve,SMB,1,11,0,-80,pre-period,REP-018,active
CUST-0440,Product 2,Self-Serve,SMB,1,2,0,-93,pre-period,REP-020,active
CUST-0441,Product 3,Self-Serve,SMB,1,4,0,-29,pre-period,REP-019,active
CUST-0442,Product 8,Self-Serve,SMB,1,4,0,-107,pre-period,REP-019,active
CUST-0443,Product 2,Self-Serve,Mid-Market,6,6,0,-21,pre-period,REP-019,active
CUST-0444,Product 1,Self-Serve,SMB,1,3,0,-133,pre-period,REP-019,active
CUST-0445,Product 5,Self-Serve,SMB,1,11,0,-53,pre-period,REP-019,active
CUST-0446,Product 5,Self-Serve,Mid-Market,5,6,0,-139,pre-period,REP-019,active
CUST-0447,Product 5,Self-Serve,SMB,1,12,0,-88,pre-period,REP-019,active
CUST-0448,Product 7,Self-Serve,SMB,1,9,0,-44,pre-period,REP-020,active
CUST-0449,Product 6,Self-Serve,SMB,1,2,0,-27,pre-period,REP-018,active
CUST-0450,Product 7,Self-Serve,SMB,2,7,0,-110,pre-period,REP-019,active
CUST-0451,Product 5,Self-Serve,SMB,2,11,0,-147,pre-period,REP-019,active
CUST-0452,Product 5,Self-Serve,SMB,1,8,0,-103,pre-period,REP-019,active
CUST-0453,Product 4,Self-Serve,SMB,1,10,0,-85,pre-period,REP-020,active
CUST-0454,Product 8,Self-Serve,SMB,1,9,0,-96,pre-period,REP-020,active
CUST-0455,Product 8,Self-Serve,SMB,1,10,0,-118,pre-period,REP-020,active
CUST-0456,Product 7,Self-Serve,SMB,1,2,0,-60,pre-period,REP-019,active
CUST-0457,Product 2,Self-Serve,SMB,1,2,0,-126,pre-period,REP-019,active
CUST-0458,Product 6,Self-Serve,SMB,2,6,0,-52,pre-period,REP-020,active
CUST-0459,Product 1,Self-Serve,SMB,2,3,0,-58,pre-period,REP-018,active
CUST-0460,Product 8,Self-Serve,SMB,1,7,0,-89,pre-period,REP-018,active
CUST-0461,Product 4,Self-Serve,SMB,1,6,0,-95,pre-period,REP-019,active
CUST-0462,Product 8,Self-Serve,SMB,1,8,0,-26,pre-period,REP-018,active
CUST-0463,Product 7,Self-Serve,SMB,1,4,0,-37,pre-period,REP-019,active
CUST-0464,Product 5,Self-Serve,SMB,2,4,0,-66,pre-period,REP-019,active
CUST-0465,Product 5,Self-Serve,SMB,2,7,0,-132,pre-period,REP-020,active
CUST-0466,Product 3,Self-Serve,SMB,1,9,0,-112,pre-period,REP-019,active
CUST-0467,Product 5,Self-Serve,Mid-Market,3,4,0,-69,pre-period,REP-018,active
CUST-0468,Product 1,Self-Serve,SMB,1,1,0,-12,pre-period,REP-018,churned
CUST-0469,Product 5,Self-Serve,SMB,1,3,0,-65,pre-period,REP-018,active
CUST-0470,Product 4,Self-Serve,SMB,1,9,0,-94,pre-period,REP-020,active
CUST-0471,Product 1,Self-Serve,SMB,1,10,0,-18,pre-period,REP-018,active
CUST-0472,Product 3,Self-Serve,SMB,1,11,0,-37,pre-period,REP-018,active
CUST-0473,Product 2,Self-Serve,SMB,2,5,0,-26,pre-period,REP-020,active
CUST-0474,Product 4,Self-Serve,SMB,1,1,0,-70,pre-period,REP-018,active
CUST-0475,Product 5,Self-Serve,Mid-Market,2,9,0,-50,pre-period,REP-020,active
CUST-0476,Product 6,Self-Serve,Mid-Market,6,9,0,-105,pre-period,REP-018,active
CUST-0477,Product 2,Self-Serve,SMB,1,12,0,-41,pre-period,REP-018,active
CUST-0478,Product 3,Self-Serve,SMB,1,3,0,-100,pre-period,REP-019,active
CUST-0479,Product 6,Self-Serve,SMB,1,11,0,-106,pre-period,REP-020,active
CUST-0480,Product 8,Self-Serve,SMB,2,6,0,-107,pre-period,REP-019,active
CUST-0481,Product 1,Strategic,Enterprise,595,11,0.2104,-68,pre-period,REP-023,active
CUST-0482,Product 2,Strategic,Enterprise,601,2,0.2011,-98,pre-period,REP-024,active
CUST-0483,Product 2,Strategic,Enterprise,229,11,0.1626,-134,pre-period,REP-023,active
CUST-0484,Product 8,Strategic,Enterprise,387,11,0.2079,-121,pre-period,REP-024,active
CUST-0485,Product 4,Strategic,Enterprise,594,2,0.1779,-128,pre-period,REP-024,active
CUST-0486,Product 8,Strategic,Enterprise,319,5,0.1677,-142,pre-period,REP-023,active
CUST-0487,Product 6,Strategic,Enterprise,236,1,0.1794,-66,pre-period,REP-023,active
CUST-0488,Product 1,Strategic,Enterprise,544,10,0.1933,-38,pre-period,REP-024,active
CUST-0489,Product 4,Strategic,Enterprise,607,7,0.1553,-54,pre-period,REP-024,active
CUST-0490,Product 8,Strategic,Enterprise,279,4,0.2573,-39,pre-period,REP-024,active
CUST-0491,Product 8,Strategic,Enterprise,551,6,0.2751,-103,pre-period,REP-024,churned
CUST-0492,Product 2,Strategic,Enterprise,442,3,0.1693,-122,pre-period,REP-023,active
CUST-0493,Product 4,Strategic,Enterprise,541,6,0.1846,-81,pre-period,REP-024,active
CUST-0494,Product 8,Strategic,Enterprise,237,3,0.2199,-105,pre-period,REP-023,active
CUST-0495,Product 2,Strategic,Enterprise,285,3,0.1292,-86,pre-period,REP-024,active
CUST-0496,Product 4,Strategic,Enterprise,432,12,0.2344,-16,pre-period,REP-024,active
CUST-0497,Product 8,Strategic,Enterprise,348,2,0.2634,-30,pre-period,REP-023,active
CUST-0498,Product 6,Strategic,Enterprise,529,8,0.2247,-64,pre-period,REP-024,active
CUST-0499,Product 8,Strategic,Enterprise,289,4,0.2188,-82,pre-period,REP-024,active
CUST-0500,Product 1,Strategic,Enterprise,282,9,0.192,-77,pre-period,REP-023,active
CUST-0501,Product 8,Direct Sales,Enterprise,144,7,0.1076,1,2024-07-01,REP-003,active
CUST-0502,Product 3,Direct Sales,Mid-Market,16,7,0.1795,1,2024-07-01,REP-006,active
CUST-0503,Product 2,Direct Sales,Enterprise,56,7,0.1566,1,2024-07-01,REP-001,active
CUST-0504,Product 1,Direct Sales,Mid-Market,36,7,0.1857,1,2024-07-01,REP-001,active
CUST-0505,Product 1,Inside Sales,SMB,4,7,0.0367,1,2024-07-01,REP-012,active
CUST-0506,Product 4,Inside Sales,Mid-Market,20,7,0.0603,1,2024-07-01,REP-011,active
CUST-0507,Product 8,Inside Sales,SMB,4,7,0.0754,1,2024-07-01,REP-012,active
CUST-0508,Product 5,Self-Serve,SMB,1,7,0,1,2024-07-01,REP-018,active
CUST-0509,Product 1,Self-Serve,SMB,1,7,0,1,2024-07-01,REP-019,active
CUST-0510,Product 6,Self-Serve,SMB,1,7,0,1,2024-07-01,REP-018,active
CUST-0511,Product 5,Self-Serve,SMB,1,7,0,1,2024-07-01,REP-018,active
CUST-0512,Product 1,Self-Serve,SMB,2,7,0,1,2024-07-01,REP-020,active
CUST-0513,Product 6,Inside Sales,Mid-Market,14,7,0.0981,2,2024-07-08,REP-015,active
CUST-0514,Product 1,Self-Serve,SMB,2,7,0,2,2024-07-08,REP-020,churned
CUST-0515,Product 4,Self-Serve,Mid-Market,2,7,0,2,2024-07-08,REP-018,churned
CUST-0516,Product 8,Self-Serve,SMB,1,7,0,2,2024-07-08,REP-018,active
CUST-0517,Product 7,Self-Serve,SMB,1,7,0,2,2024-07-08,REP-020,active
CUST-0518,Product 5,Partner,Mid-Market,16,7,0.1781,3,2024-07-15,REP-010,active
CUST-0519,Product 5,Partner,Mid-Market,38,7,0.1554,3,2024-07-15,REP-008,active
CUST-0520,Product 8,Partner,Mid-Market,24,7,0.1355,3,2024-07-15,REP-008,active
CUST-0521,Product 6,Partner,Mid-Market,17,7,0.1777,3,2024-07-15,REP-010,active
CUST-0522,Product 8,Partner,Mid-Market,16,7,0.1556,3,2024-07-15,REP-009,active
CUST-0523,Product 2,Inside Sales,SMB,4,7,0.0482,3,2024-07-15,REP-013,active
CUST-0524,Product 5,Inside Sales,Mid-Market,17,7,0.0799,3,2024-07-15,REP-014,active
CUST-0525,Product 4,Self-Serve,Mid-Market,4,7,0,3,2024-07-15,REP-018,active
CUST-0526,Product 8,Self-Serve,SMB,2,7,0,3,2024-07-15,REP-019,active
CUST-0527,Product 6,Self-Serve,SMB,1,7,0,3,2024-07-15,REP-019,active
CUST-0528,Product 1,Self-Serve,SMB,1,7,0,3,2024-07-15,REP-019,active
CUST-0529,Product 4,Self-Serve,SMB,1,7,0,3,2024-07-15,REP-019,active
CUST-0530,Product 1,Self-Serve,SMB,1,7,0,3,2024-07-15,REP-019,active
CUST-0531,Product 5,Self-Serve,SMB,1,7,0,3,2024-07-15,REP-018,active
CUST-0532,Product 8,Self-Serve,Mid-Market,7,7,0,3,2024-07-15,REP-019,active
CUST-0533,Product 1,Self-Serve,SMB,1,7,0,3,2024-07-15,REP-019,active
CUST-0534,Product 1,Self-Serve,SMB,1,7,0,3,2024-07-15,REP-018,active
CUST-0535,Product 5,Self-Serve,SMB,1,7,0,3,2024-07-15,REP-020,active
CUST-0536,Product 4,Self-Serve,SMB,1,7,0,3,2024-07-15,REP-018,active
CUST-0537,Product 4,Self-Serve,SMB,1,7,0,3,2024-07-15,REP-019,active
CUST-0538,Product 4,Self-Serve,SMB,1,7,0,3,2024-07-15,REP-020,active
CUST-0539,Product 3,Partner,Enterprise,83,7,0.1415,4,2024-07-22,REP-008,active
CUST-0540,Product 1,Partner,Mid-Market,13,7,0.1611,4,2024-07-22,REP-009,active
CUST-0541,Product 1,Partner,Mid-Market,38,7,0.1356,4,2024-07-22,REP-008,active
CUST-0542,Product 8,Inside Sales,Enterprise,61,7,0.0721,4,2024-07-22,REP-017,active
CUST-0543,Product 2,Inside Sales,SMB,4,7,0.0469,4,2024-07-22,REP-011,active
CUST-0544,Product 1,Inside Sales,SMB,2,7,0.1015,4,2024-07-22,REP-012,active
CUST-0545,Product 4,Self-Serve,SMB,1,7,0,4,2024-07-22,REP-018,active
CUST-0546,Product 6,Self-Serve,SMB,2,7,0,4,2024-07-22,REP-020,active
CUST-0547,Product 8,Direct Sales,Enterprise,187,7,0.143,5,2024-07-29,REP-003,active
CUST-0548,Product 4,Direct Sales,Enterprise,147,7,0.1337,5,2024-07-29,REP-005,active
CUST-0549,Product 5,Direct Sales,SMB,8,7,0.1092,5,2024-07-29,REP-006,active
CUST-0550,Product 8,Direct Sales,Enterprise,125,7,0.1686,5,2024-07-29,REP-003,active
CUST-0551,Product 7,Inside Sales,SMB,5,7,0.078,5,2024-07-29,REP-017,active
CUST-0552,Product 1,Self-Serve,SMB,2,7,0,5,2024-07-29,REP-019,active
CUST-0553,Product 8,Strategic,Enterprise,600,7,0.2679,5,2024-07-29,REP-024,active
CUST-0554,Product 4,Strategic,Enterprise,288,7,0.2299,5,2024-07-29,REP-024,active
CUST-0555,Product 8,Partner,SMB,3,8,0.1683,6,2024-08-05,REP-009,active
CUST-0556,Product 5,Partner,Mid-Market,39,8,0.1412,6,2024-08-05,REP-010,active
CUST-0557,Product 5,Partner,Mid-Market,15,8,0.1819,6,2024-08-05,REP-009,active
CUST-0558,Product 6,Partner,Mid-Market,19,8,0.1546,6,2024-08-05,REP-010,churned
CUST-0559,Product 5,Partner,Enterprise,70,8,0.1655,6,2024-08-05,REP-009,active
CUST-0560,Product 5,Inside Sales,Mid-Market,8,8,0.0688,6,2024-08-05,REP-017,active
CUST-0561,Product 4,Self-Serve,SMB,1,8,0,6,2024-08-05,REP-020,active
CUST-0562,Product 8,Direct Sales,Mid-Market,42,8,0.1706,7,2024-08-12,REP-003,active
CUST-0563,Product 2,Partner,Mid-Market,12,8,0.1573,7,2024-08-12,REP-010,active
CUST-0564,Product 2,Partner,SMB,10,8,0.1475,7,2024-08-12,REP-008,active
CUST-0565,Product 6,Partner,Mid-Market,24,8,0.1725,7,2024-08-12,REP-010,active
CUST-0566,Product 6,Partner,Enterprise,88,8,0.1346,7,2024-08-12,REP-009,active
CUST-0567,Product 1,Partner,Enterprise,116,8,0.1436,7,2024-08-12,REP-008,active
CUST-0568,Product 8,Inside Sales,Mid-Market,23,8,0.0615,7,2024-08-12,REP-011,active
CUST-0569,Product 7,Inside Sales,SMB,6,8,0.0808,7,2024-08-12,REP-017,active
CUST-0570,Product 6,Inside Sales,Enterprise,46,8,0.0834,7,2024-08-12,REP-014,active
CUST-0571,Product 1,Inside Sales,SMB,2,8,0.0595,7,2024-08-12,REP-017,churned
CUST-0572,Product 1,Strategic,Enterprise,257,8,0.2092,7,2024-08-12,REP-024,active
CUST-0573,Product 4,Inside Sales,SMB,6,8,0.0759,8,2024-08-19,REP-013,active
CUST-0574,Product 6,Inside Sales,Mid-Market,18,8,0.0913,8,2024-08-19,REP-011,active
CUST-0575,Product 8,Inside Sales,Enterprise,29,8,0.0839,8,2024-08-19,REP-015,active
CUST-0576,Product 2,Inside Sales,SMB,4,8,0.099,8,2024-08-19,REP-012,active
CUST-0577,Product 1,Self-Serve,SMB,1,8,0,8,2024-08-19,REP-020,active
CUST-0578,Product 1,Self-Serve,SMB,1,8,0,8,2024-08-19,REP-019,active
CUST-0579,Product 1,Self-Serve,SMB,1,8,0,8,2024-08-19,REP-018,active
CUST-0580,Product 3,Self-Serve,SMB,1,8,0,8,2024-08-19,REP-019,active
CUST-0581,Product 2,Self-Serve,SMB,1,8,0,8,2024-08-19,REP-018,active
CUST-0582,Product 4,Self-Serve,SMB,2,8,0,8,2024-08-19,REP-018,active
CUST-0583,Product 5,Self-Serve,SMB,1,8,0,8,2024-08-19,REP-019,active
CUST-0584,Product 6,Self-Serve,SMB,1,8,0,8,2024-08-19,REP-018,active
CUST-0585,Product 4,Self-Serve,SMB,1,8,0,8,2024-08-19,REP-020,active
CUST-0586,Product 1,Partner,Mid-Market,31,8,0.1773,9,2024-08-26,REP-008,active
CUST-0587,Product 8,Partner,Mid-Market,29,8,0.1351,9,2024-08-26,REP-009,active
CUST-0588,Product 2,Inside Sales,SMB,3,8,0.0785,9,2024-08-26,REP-012,active
CUST-0589,Product 8,Partner,SMB,5,9,0.1309,11,2024-09-09,REP-008,active
CUST-0590,Product 6,Partner,Enterprise,40,9,0.1406,11,2024-09-09,REP-007,active
CUST-0591,Product 5,Partner,Enterprise,63,9,0.1675,11,2024-09-09,REP-008,active
CUST-0592,Product 5,Self-Serve,SMB,1,9,0,11,2024-09-09,REP-018,active
CUST-0593,Product 4,Self-Serve,Mid-Market,7,9,0,11,2024-09-09,REP-019,active
CUST-0594,Product 1,Self-Serve,SMB,1,9,0,11,2024-09-09,REP-018,active
CUST-0595,Product 1,Self-Serve,SMB,2,9,0,11,2024-09-09,REP-018,active
CUST-0596,Product 8,Self-Serve,SMB,1,9,0,11,2024-09-09,REP-018,active
CUST-0597,Product 8,Self-Serve,SMB,2,9,0,11,2024-09-09,REP-019,active
