txn_id,date,product_id,channel_id,qty,unit_price,currency,discount_pct,return_flag,region
TXN-023268,2024-05-15,PRD-0251,CH-030,39,464.96,EUR,0,0,Europe
TXN-020517,08/21/2024,PRD-0151,CH-045,16,95.95,JPY,20,0,Asia Pacific
TXN-021488,05/05/2024,PRD-0425,CH-014,31,180.96,BRL,5,no,Latin America
TXN-013637,2024-11-24,PRD-0360,CH-026,31,56.17,JPY,0,FALSE,Asia Pacific
TXN-025299,2024-04-01,PRD-0481,CH-042,14,473.59,BRL,10,N,Latin America
TXN-009612,11/04/2024,PRD-0093,CH-033,40,87.67,BRL,0,FALSE,Latin America
TXN-015819,2024-12-14,PRD-0378,CH-018,18,473.0,EUR,0,0,Europe
TXN-023927,01/31/2024,PRD-0496,CH-020,39,56.81,JPY,0,N,Asia Pacific
TXN-013295,2024-01-03,PRD-0299,CH-019,38,463.58,JPY,0,N,Asia Pacific
TXN-014277,2024-09-20,PRD-0337,CH-021,40,145.89,BRL,15,FALSE,Latin America
TXN-003119,2024-03-19,PRD-0312,CH-050,10,462.12,JPY,0.25,FALSE,Asia Pacific
TXN-002992,2024-11-02,PRD-0076,CH-043,45,235.21,JPY,0.1,1,Asia Pacific
TXN-010887,2024-12-20,PRD-0304,CH-013,27,68.42,EUR,0.1,0,Europe
TXN-029890,2024-12-06,PRD-0420,CH-008,28,316.2,EUR,0.3,0,Europe
TXN-017697,2024-06-15,PRD-0281,CH-018,28,339.72,USD,15,N,North America
TXN-027041,2024-12-21,PRD-0233,CH-030,20,466.41,EUR,25,N,Europe
TXN-027162,2024-12-23,PRD-0249,CH-010,40,349.89,JPY,30,N,Asia Pacific
TXN-014811,2024-03-06,PRD-0270,CH-005,46,467.92,EUR,0.15,N,Europe
TXN-013486,2024-03-31,PRD-0345,CH-006,27,418.48,USD,30,yes,North America
TXN-011952,10/22/2024,PRD-0117,CH-011,44,315.72,BRL,30,no,Latin America
TXN-011859,2024-05-21,PRD-0446,CH-046,32,484.43,BRL,0,N,Latin America
TXN-000936,10/22/2024,PRD-0204,CH-036,4,222.42,usd,0.25,no,North America
TXN-006780,2024-02-17,PRD-0093,CH-049,27,332.15,BRL,15,FALSE,Latin America
TXN-016393,2024-01-20,PRD-0343,CH-032,11,407.78,US Dollar,0.3,no,North America
TXN-015615,2024-11-24,PRD-0223,CH-034,35,35.45,JPY,0,N,Asia Pacific
TXN-025089,2024-03-19,PRD-0235,CH-014,38,152.71,BRL,25,no,Latin America
TXN-015822,02/27/2024,PRD-0426,CH-009,33,174.02,BRL,0,TRUE,Latin America
TXN-013542,04/13/2024,PRD-0356,CH-034,3,320.92,BRL,10,yes,Latin America
TXN-011138,2024-07-14,PRD-0487,CH-006,20,422.45,JPY,0.2,N,Asia Pacific
TXN-014070,2024-03-20,PRD-0280,CH-013,12,468.59,EUR,10,0,Europe
TXN-028746,04/14/2024,PRD-0276,CH-019,29,103.36,EUR,0.15,,Europe
TXN-010082,2024-02-04,PRD-0003,CH-022,44,73.59,EUR,0,no,Europe
TXN-003725,2024-10-06,PRD-0105,CH-042,34,127.83,USD,0,N,North America
TXN-029286,2024-03-12,PRD-0491,CH-034,18,426.91,USD,0,FALSE,North America
TXN-020544,2024-01-11,PRD-0179,CH-010,34,99.98,BRL,0.25,0,Latin America
TXN-019679,04/08/2024,PRD-0471,CH-048,28,162.95,JPY,0.3,N,Asia Pacific
TXN-021863,08/05/2024,PRD-0391,CH-046,20,95.39,BRL,0.3,N,Latin America
TXN-018965,02/23/2024,PRD-0113,CH-041,26,326.31,EUR,0.25,FALSE,Europe
TXN-016186,2024-05-05,PRD-0484,CH-006,34,328.3,BRL,0,FALSE,Latin America
TXN-000795,08/17/2024,PRD-0122,CH-043,36,206.69,EUR,0,0,Europe
TXN-005854,09/11/2024,PRD-0163,CH-004,28,10.52,EUR,0,0,Europe
TXN-005369,07/20/2024,PRD-0045,CH-043,5,311.48,JPY,0.2,N,Asia Pacific
TXN-027600,2024-05-12,PRD-0018,CH-030,16,15.75,BRL,5,TRUE,Latin America
TXN-022505,02/14/2024,PRD-0278,CH-048,48,62.59,EUR,0,FALSE,Europe
TXN-026648,07/30/2024,PRD-0489,CH-013,30,32.86,JPY,0.05,no,Asia Pacific
TXN-009155,11/22/2024,PRD-0314,CH-038,24,121.18,JPY,0.3,,Asia Pacific
TXN-017816,2024-06-27,PRD-0056,CH-012,46,281.46,BRL,0,no,Latin America
TXN-007689,2024-12-15,PRD-0479,CH-040,20,416.28,JPY,0.15,N,Asia Pacific
TXN-021705,06/17/2024,PRD-0401,CH-038,14,346.0,EUR,30,N,Europe
TXN-007516,2024-10-02,PRD-0488,CH-040,34,276.24,USD,15,0,North America
TXN-014610,2024-09-06,PRD-0412,CH-049,6,109.51,BRL,0.2,N,Latin America
TXN-023336,2024-09-06,PRD-0486,CH-034,39,23.18,BRL,0,N,Latin America
TXN-012695,2024-12-19,PRD-0037,CH-019,19,390.7,USD,10,FALSE,North America
TXN-013270,2024-08-08,PRD-0019,CH-035,41,436.4,JPY,20,N,Asia Pacific
TXN-015984,06/01/2024,PRD-0450,CH-027,40,75.05,BRL,0,no,Latin America
TXN-025742,2024-04-18,PRD-0477,CH-024,45,213.78,USD,0,no,North America
TXN-022817,09/13/2024,PRD-0130,CH-041,36,345.8,USD,25,0,North America
TXN-017604,2024-05-16,PRD-0108,CH-025,31,335.92,BRL,0.2,no,Latin America
TXN-005966,2024-06-17,PRD-0336,CH-023,44,347.03,JPY,0.15,N,Asia Pacific
TXN-005348,2024-07-10,PRD-0370,CH-001,50,115.92,USD,0.3,FALSE,North America
TXN-005587,2024-06-05,PRD-0428,CH-028,18,103.11,JPY,0.15,N,Asia Pacific
TXN-008757,2024-02-20,PRD-0076,CH-024,23,270.36,EUR,0,0,Europe
TXN-003627,04/18/2024,PRD-0268,CH-002,3,77.35,BRL,0.3,no,Latin America
TXN-016505,11/27/2024,PRD-0090,CH-013,1,288.24,EUR,0,no,Europe
TXN-022301,2024-12-10,PRD-0247,CH-041,22,275.56,JPY,30,0,Asia Pacific
TXN-026449,2024-01-16,PRD-0236,CH-050,44,77.43,BRL,0,no,Latin America
TXN-013886,02/15/2024,PRD-0411,CH-044,45,140.78,EUR,0,FALSE,Europe
TXN-027622,2024-02-01,PRD-0412,CH-003,6,66.17,JPY,0.1,N,Asia Pacific
TXN-018881,08/21/2024,PRD-0354,CH-007,40,126.03,JPY,5,N,Asia Pacific
TXN-004516,2024-06-27,PRD-0019,CH-017,50,341.72,BRL,0,no,Latin America
TXN-014342,2024-06-26,PRD-0336,CH-041,7,250.2,JPY,0.2,no,Asia Pacific
TXN-017054,2024-04-03,PRD-0032,CH-013,31,38.69,EUR,0.05,0,Europe
TXN-024651,2024-02-08,PRD-0095,CH-032,32,281.46,US Dollar,0.3,N,North America
TXN-013511,2024-12-16,PRD-0469,CH-004,19,254.57,EUR,0.2,yes,Europe
TXN-016556,2024-07-09,PRD-0310,CH-002,35,265.8,EUR,0,N,Europe
TXN-022464,2024-08-17,PRD-0044,CH-011,17,411.93,BRL,0,0,Latin America
TXN-022231,2024-04-13,PRD-0157,CH-044,49,252.77,EUR,0,yes,Europe
TXN-017661,2024-04-03,PRD-0017,CH-044,1,70.77,JPY,0.15,FALSE,Asia Pacific
TXN-021393,01/04/2024,PRD-0447,CH-037,7,389.37,EUR,0.3,0,Europe
TXN-013284,2024-12-15,PRD-0170,CH-019,18,482.53,BRL,30,no,Latin America
TXN-026386,2024-03-14,PRD-0302,CH-037,34,329.14,USD,0,0,North America
TXN-020696,11/22/2024,PRD-0489,CH-037,15,189.73,JPY,0.15,N,Asia Pacific
TXN-023431,2024-04-04,PRD-0140,CH-019,26,57.46,EUR,0,FALSE,Europe
TXN-002390,2024-06-26,PRD-0383,CH-004,9,431.55,BRL,0,N,Latin America
TXN-025166,2024-12-16,prd-0285,CH-049,50,254.99,EUR,0.25,0,Europe
TXN-019856,2024-06-26,PRD-0045,CH-015,17,480.15,US Dollar,0,yes,North America
TXN-014609,2024-03-22,PRD-0365,CH-017,24,176.15,USD,30,0,North America
TXN-021749,2024-08-15,PRD-0218,CH-004,4,68.51,USD,0,0,North America
TXN-026463,2024-05-08,PRD-0316,CH-047,20,424.63,EUR,0.3,Y,Europe
TXN-014550,2024-07-19,PRD-0037,CH-033,36,84.16,JPY,0,N,Asia Pacific
TXN-005992,2024-01-23,PRD-0427,CH-033,38,146.5,BRL,5,no,Latin America
TXN-020052,2024-02-11,PRD-0210,CH-033,11,308.67,usd,0,N,North America
TXN-011608,2024-10-10,PRD-0061,CH-010,21,25.7,US Dollar,0.2,N,North America
TXN-027254,2024-02-24,PRD-0281,CH-036,39,225.71,JPY,0.3,no,Asia Pacific
TXN-029946,2024-02-06,PRD-0328,CH-040,50,414.48,JPY,0,N,Asia Pacific
TXN-005323,10/29/2024,PRD-0230,CH-010,32,190.08,EUR,0.2,0,Europe
TXN-025758,2024-02-13,PRD-0409,CH-016,20,68.71,US Dollar,5,no,North America
TXN-020417,2024-01-06,PRD-0266,CH-022,17,13.92,EUR,0.3,Y,Europe
TXN-001818,2024-03-26,PRD-0256,CH-013,7,100.74,USD,0,FALSE,North America
TXN-010085,2024-04-18,PRD-0041,CH-051,17,253.33,USD,30,0,North America
TXN-022962,06/27/2024,PRD-0390,CH-017,16,476.82,EUR,0,FALSE,Europe
TXN-004504,2024-09-07,PRD-0292,CH-029,45,451.31,EUR,0.15,no,Europe
TXN-006879,2024-05-16,PRD-0252,CH-030,18,155.99,usd,10,N,North America
TXN-009888,2024-08-18,PRD-0089,CH-040,27,45.71,JPY,0.1,1,Asia Pacific
TXN-013865,2024-11-03,PRD-0216,CH-001,13,118.43,BRL,0,N,Latin America
TXN-013062,2024-08-23,PRD-0371,CH-049,39,421.37,JPY,0.2,no,Asia Pacific
TXN-007530,2024-09-30,PRD-0454,CH-012,3,85.13,EUR,0.3,FALSE,Europe
TXN-008202,2024-11-04,PRD-0153,CH-025,17,271.63,BRL,15,no,Latin America
TXN-022966,2024-09-15,PRD-0127,CH-006,30,486.54,JPY,0.3,N,Asia Pacific
TXN-001893,2024-04-22,PRD-0301  ,CH-038,18,280.09,BRL,0,TRUE,Latin America
TXN-023899,2024-09-12,PRD-0328,CH-022,13,365.38,BRL,0.2,N,Latin America
TXN-013464,2024-11-14,PRD-0245,CH-009,39,292.45,BRL,0,0,Latin America
TXN-029968,2024-05-30,PRD-0201,CH-049,40,494.05,BRL,0.3,0,Latin America
TXN-008219,03/20/2024,PRD-0083,CH-010,32,227.39,usd,0,Y,North America
TXN-005757,07/20/2024,PRD-0348,CH-028,29,18.86,BRL,10,N,Latin America
TXN-006935,2024-05-30,PRD-0097,CH-003,44,97.03,JPY,0,FALSE,Asia Pacific
TXN-013497,2024-06-27,PRD-0215,CH-022,8,380.96,EUR,0.25,TRUE,Europe
TXN-009936,09/06/2024,PRD-0286,CH-019,14,161.39,BRL,0.15,N,Latin America
TXN-023818,2024-06-28,PRD-0475,CH-003,43,210.17,BRL,30,,Latin America
TXN-005508,09/29/2024,PRD-0019,CH-024,1,270.19,EUR,0.1,no,Europe
TXN-014241,2024-11-05,PRD-0216,CH-046,32,477.54,EUR,0.15,0,Europe
TXN-005090,2024-08-28,PRD-0092,CH-050,32,459.07,BRL,0.1,N,Latin America
TXN-006564,2024-05-08,PRD-0381,CH-033,28,94.65,BRL,0,FALSE,Latin America
TXN-017004,2024-11-24,PRD-0289,CH-004,17,138.27,EUR,0,N,Europe
TXN-000772,2024-09-08,PRD-0405,CH-041,6,40.36,EUR,0.15,0,Europe
TXN-024830,2024-05-07,PRD-0176,CH-031,39,38.28,EUR,0.3,FALSE,Europe
TXN-023840,2024-03-22,PRD-0397,CH-018,10,394.83,EUR,0.05,N,Europe
TXN-027538,01/10/2024,PRD-0274,CH-018,50,201.77,JPY,15,FALSE,Asia Pacific
TXN-017046,2024-06-29,PRD-0026,CH-016,3,464.8,USD,15,FALSE,North America
TXN-019188,02/25/2024,PRD-0166,CH-007,4,144.74,US Dollar,0.1,N,North America
TXN-000466,09/13/2024,PRD-0030,CH-008,38,135.21,JPY,10,N,Asia Pacific
TXN-008211,2024-08-27,PRD-0500,CH-007,16,326.93,EUR,0.1,FALSE,Europe
TXN-018833,2024-08-12,PRD-0363,CH-013,6,367.69,JPY,0,Y,Asia Pacific
TXN-022055,2024-12-09,PRD-0119,CH-040,30,237.99,JPY,0.2,FALSE,Asia Pacific
TXN-024426,2024-07-11,PRD-0229,CH-043,50,483.23,USD,0,FALSE,North America
TXN-007017,2024-09-02,PRD-0259,CH-020,9,376.91,JPY,0.05,FALSE,Asia Pacific
TXN-021972,2024-03-10,PRD-0149,CH-050,29,471.39,EUR,20,no,Europe
TXN-000604,2024-09-11,PRD-0104,CH-046,32,448.41,EUR,15,0,Europe
TXN-024312,2024-03-26,PRD-0142,CH-023,18,426.91,JPY,0,no,Asia Pacific
TXN-016027,01/06/2024,PRD-0051,CH-032,10,115.42,JPY,30,0,Asia Pacific
TXN-020780,2024-01-30,PRD-0273,CH-048,5,471.34,BRL,0.2,TRUE,Latin America
TXN-010354,02/26/2024,PRD-0393,CH-021,37,96.77,BRL,25,N,Latin America
TXN-019291,2024-11-14,PRD-0327,CH-043,27,369.52,EUR,0.05,N,Europe
TXN-019151,2024-06-21,PRD-0284,CH-030,49,451.34,US Dollar,0.25,FALSE,North America
TXN-010975,2024-02-19,PRD-0297,CH-037,46,290.76,JPY,0.15,no,Asia Pacific
TXN-024841,2024-12-26,PRD-0400,CH-028,43,93.45,US Dollar,0,0,North America
TXN-016825,2024-12-11,PRD-0124,CH-020,12,465.77,EUR,0,N,Europe
TXN-014299,2024-02-14,PRD-0141,CH-034,27,380.28,JPY,30,TRUE,Asia Pacific
TXN-027389,2024-07-25,PRD-0142,CH-020,14,424.63,BRL,0,TRUE,Latin America
TXN-022686,07/15/2024,PRD-0246,CH-030,19,208.27,BRL,0.05,no,Latin America
TXN-027597,2024-03-19,PRD-0380,CH-007,10,336.61,JPY,0,yes,Asia Pacific
TXN-006195,2024-04-02,PRD-0314,CH-008,37,79.5,JPY,5,0,Asia Pacific
TXN-003766,2024-06-27,PRD-0409,CH-042,48,293.74,BRL,5,N,Latin America
TXN-005470,2024-02-14,PRD-0459,CH-014,36,159.5,JPY,10,N,Asia Pacific
TXN-019268,2024-10-22,PRD-0351,CH-048,36,181.26,USD,5,0,North America
TXN-019116,04/03/2024,PRD-0260,CH-022,3,212.34,JPY,0.2,N,Asia Pacific
TXN-005018,01/13/2024,PRD-0166,CH-036,6,204.93,EUR,0,FALSE,Europe
TXN-011447,12/23/2024,PRD-0397,CH-057,31,96.16,JPY,15,N,Asia Pacific
TXN-002685,2024-08-21,PRD-0006,CH-033,45,31.64,BRL,15,no,Latin America
TXN-011387,2024-07-07,PRD-0453,CH-008,14,131.35,EUR,0,N,Europe
TXN-004161,2024-03-13,PRD-0059,CH-005,32,52.3,BRL,0.3,no,Latin America
TXN-028177,2024-06-17,PRD-0441,CH-002,7,263.44,BRL,0,N,Latin America
TXN-013133,2024-02-04,PRD-0469,CH-037,10,425.42,US Dollar,0,FALSE,North America
TXN-011311,2024-08-03,PRD-0161,CH-047,16,167.74,JPY,0.2,no,Asia Pacific
TXN-026781,2024-05-28,PRD-0309,CH-047,5,474.41,EUR,0.15,N,Europe
TXN-000901,05/26/2024,PRD-0177,CH-018,17,182.93,USD,0.05,N,North America
TXN-006568,07/13/2024,PRD-0294,CH-004,6,49.09,USD,30,FALSE,North America
TXN-021966,01/04/2024,PRD-0056,CH-012,3,148.92,EUR,10,0,Europe
TXN-015301,2024-07-03,PRD-0233,CH-013,37,399.82,BRL,0.15,0,Latin America
TXN-024422,2024-03-18,PRD-0176,CH-014,18,119.3,BRL,0,no,Latin America
TXN-028115,2024-11-19,PRD-0034,CH-032,16,213.97,BRL,5,1,Latin America
TXN-021264,2024-08-09,PRD-0165,CH-030,10,321.49,BRL,0,Y,Latin America
TXN-001030,2024-03-24,PRD-0309,CH-028,41,370.4,JPY,0,FALSE,Asia Pacific
TXN-021339,2024-01-19,PRD-0027,CH-020,7,279.82,EUR,30,0,Europe
TXN-025518,2024-08-24,PRD-0069,CH-043,21,278.85,usd,0,no,North America
TXN-008199,10/16/2024,PRD-0080,CH-020,48,135.37,EUR,25,N,Europe
TXN-025967,12/28/2024,PRD-0173,CH-032,37,371.97,JPY,15,FALSE,Asia Pacific
TXN-017591,2024-07-07,PRD-0381,CH-001,18,182.76,JPY,0,0,Asia Pacific
TXN-023388,2024-11-29,PRD-0035,CH-043,17,480.45,BRL,0,0,Latin America
TXN-019272,02/26/2024,PRD-0495,CH-048,8,468.33,JPY,0.05,N,Asia Pacific
TXN-006498,2024-07-21,PRD-0427,CH-009,17,212.7,BRL,0,N,Latin America
TXN-009560,05/02/2024,PRD-0360,CH-038,33,417.08,BRL,0.15,0,Latin America
TXN-009185,2024-01-09,PRD-0398,CH-032,45,418.27,JPY,0,N,Asia Pacific
TXN-011349,06/15/2024,PRD-0100,CH-026,46,275.56,BRL,0.3,FALSE,Latin America
TXN-003396,2024-11-30,PRD-0185,CH-033,18,245.19,EUR,0.3,N,Europe
TXN-017355,2024-03-22,PRD-0070,CH-041,18,387.23,JPY,0,N,Asia Pacific
TXN-024924,2024-09-05,PRD-0152,CH-039,2,452.58,EUR,0,no,Europe
TXN-022023,05/26/2024,PRD-0057,CH-002,5,343.64,JPY,10,FALSE,Asia Pacific
TXN-017987,2024-04-01,PRD-0476,CH-044,10,434.74,JPY,20,FALSE,Asia Pacific
TXN-010964,2024-10-31,PRD-0203,CH-038,30,426.57,JPY,0.15,no,Asia Pacific
TXN-014776,11/14/2024,PRD-0130,CH-038,28,118.62,JPY,20,0,Asia Pacific
TXN-007643,2024-12-20,PRD-0244,CH-035,45,186.28,usd,30,N,North America
TXN-026423,10/06/2024,PRD-0417,CH-036,15,267.7,JPY,0.1,0,Asia Pacific
TXN-029299,11/14/2024,PRD-0035,CH-047,14,133.53,EUR,25,FALSE,Europe
TXN-011572,12/05/2024,PRD-0251,CH-006,12,199.14,BRL,0,N,Latin America
TXN-017540,2024-11-05,PRD-0485,CH-019,9,294.57,EUR,0.05,Y,Europe
TXN-020255,2024-06-01,PRD-0326,CH-002,4,357.73,JPY,0.15,N,Asia Pacific
TXN-007668,2024-09-03,PRD-0231,CH-002,48,374.14,usd,0.2,N,North America
TXN-009416,2024-07-18,PRD-0054,CH-015,21,332.48,JPY,25,N,Asia Pacific
TXN-003784,2024-08-05,PRD-0350,CH-014,19,106.43,BRL,0,0,Latin America
TXN-022536,02/17/2024,PRD-0428,CH-033,44,16.47,USD,0,FALSE,North America
TXN-029480,2024-02-20,PRD-0175,CH-053,22,210.03,US Dollar,25,no,North America
TXN-021317,2024-05-08,PRD-0143,CH-020,14,440.1,USD,0.3,N,North America
TXN-007387,2024-09-28,PRD-0351,CH-039,11,477.72,EUR,0.1,N,Europe
TXN-022752,2024-02-19,PRD-0267,CH-009,32,152.06,BRL,5,no,Latin America
TXN-017020,04/21/2024,PRD-0498,CH-011,20,247.15,JPY,0,FALSE,Asia Pacific
TXN-003569,2024-07-03,PRD-0159,CH-042,32,22.73,USD,0.1,N,North America
TXN-028247,2024-07-06,PRD-0491,CH-015,35,70.69,BRL,0.05,yes,Latin America
TXN-027770,2024-06-05,PRD-0450,CH-031,48,483.18,USD,0.2,0,North America
TXN-000489,2024-07-28,PRD-0224,CH-031,45,384.15,BRL,0,N,Latin America
TXN-019549,2024-05-19,PRD-0305,CH-003,39,186.69,JPY,0,0,Asia Pacific
TXN-014244,2024-08-27,PRD-0071,CH-007,2,359.69,US Dollar,0.1,N,North America
TXN-012587,2024-07-10,PRD-0160,CH-014,8,238.28,BRL,10,N,Latin America
TXN-027182,10/16/2024,PRD-0394,CH-048,30,156.56,EUR,0.25,N,Europe
TXN-025239,2024-05-19,prd-0222,CH-014,11,345.61,usd,0,N,North America
TXN-008187,2024-02-03,PRD-0426,CH-013,37,441.63,JPY,0.15,FALSE,Asia Pacific
TXN-002842,11/11/2024,PRD-0399,CH-041,39,289.21,usd,0,N,North America
TXN-010999,2024-05-23,PRD-0142,CH-011,26,440.78,USD,0.1,yes,North America
TXN-024082,01/11/2024,PRD-0279,CH-014,31,61.39,EUR,0.15,FALSE,Europe
TXN-018526,12/04/2024,PRD-0458,CH-012,35,308.02,US Dollar,10,N,North America
TXN-008354,2024-08-28,PRD-0279,CH-037,13,395.65,USD,10,0,North America
TXN-018522,2024-10-26,PRD-0478,CH-020,22,491.45,BRL,25,no,Latin America
TXN-028113,2024-10-05,PRD-0457,CH-036,19,174.7,JPY,0,N,Asia Pacific
TXN-008475,2024-02-02,PRD-0228,CH-043,7,419.88,EUR,0,N,Europe
TXN-027637,2024-05-23,PRD-0080,CH-019,19,233.66,EUR,0.1,N,Europe
TXN-011938,2024-06-09,PRD-0224,CH-044,32,238.07,JPY,5,0,Asia Pacific
TXN-009291,09/24/2024,PRD-0476,CH-009,50,77.86,USD,0.05,no,North America
TXN-011897,2024-04-27,PRD-0263,CH-029,18,331.53,usd,0,FALSE,North America
TXN-028063,2024-04-26,PRD-0392,CH-009,17,182.71,EUR,0.05,no,Europe
TXN-010154,2024-07-23,PRD-0146,CH-001,34,309.5,JPY,0.1,FALSE,Asia Pacific
TXN-016734,08/08/2024,PRD-0473,CH-020,30,97.58,JPY,0,N,Asia Pacific
TXN-018488,2024-10-07,PRD-0019,CH-012,31,28.62,BRL,0.25,no,Latin America
TXN-023953,2024-12-14,PRD-0341,CH-002,34,345.61,JPY,0.3,0,Asia Pacific
TXN-000271,07/08/2024,PRD-0079,CH-020,24,396.65,JPY,0,0,Asia Pacific
TXN-025916,2024-04-16,PRD-0037,CH-039,6,369.5,BRL,20,no,Latin America
TXN-000741,03/03/2024,PRD-0034,CH-049,18,228.39,USD,0.25,N,North America
TXN-010102,2024-04-16,PRD-0101,CH-003,1,32.04,BRL,0,FALSE,Latin America
TXN-024863,2024-03-10,PRD-0010,CH-042,12,376.29,EUR,0.2,0,Europe
TXN-023733,2024-03-05,PRD-0484,CH-056,32,421.14,JPY,0.1,N,Asia Pacific
TXN-013363,2024-05-21,PRD-0056,CH-019,40,44.09,BRL,10,FALSE,Latin America
TXN-021820,2024-06-15,PRD-0497,CH-020,37,304.18,USD,25,0,North America
TXN-022025,2024-08-19,PRD-0254,CH-011,46,315.41,JPY,15,N,Asia Pacific
TXN-015211,2024-10-10,PRD-0452,CH-029,37,21.4,EUR,0.15,FALSE,Europe
TXN-009182,2024-12-12,PRD-0159,CH-011,42,438.13,BRL,0,no,Latin America
TXN-008811,2024-06-18,PRD-0090,CH-015,41,39.34,JPY,0.05,N,Asia Pacific
TXN-026863,11/03/2024,PRD-0180,CH-030,39,73.26,EUR,0.1,0,Europe
TXN-014942,2024-05-31,PRD-0255,CH-006,16,320.93,JPY,0,FALSE,Asia Pacific
TXN-022628,2024-10-30,PRD-0051,CH-045,8,187.17,BRL,0.05,TRUE,Latin America
TXN-014397,2024-06-04,PRD-0122,CH-041,49,491.4,BRL,0,0,Latin America
TXN-008459,2024-06-06,PRD-0240,CH-031,26,233.8,USD,0,0,North America
TXN-011242,2024-10-05,PRD-0466,CH-043,39,44.15,usd,30,0,North America
TXN-019611,2024-05-27,PRD-0107,CH-024,7,194.9,JPY,5,N,Asia Pacific
TXN-014913,2024-04-26,PRD-0054,CH-018,41,240.65,EUR,0,N,Europe
TXN-004729,05/28/2024,PRD-0340,CH-049,3,347.81,BRL,0,0,Latin America
TXN-021338,2024-10-16,PRD-0475,CH-042,40,216.83,EUR,0,Y,Europe
TXN-000625,2024-07-12,PRD-0098,CH-032,17,200.76,JPY,5,no,Asia Pacific
TXN-025189,04/23/2024,PRD-0481,CH-015,15,388.94,USD,5,no,North America
TXN-000317,01/10/2024,PRD-0064,CH-026,11,340.3,usd,0,N,North America
TXN-025181,2024-06-20,PRD-0121,CH-050,25,449.46,JPY,0.2,0,Asia Pacific
TXN-006851,2024-03-02,PRD-0021,CH-027,16,366.34,USD,0,FALSE,North America
TXN-013161,2024-11-16,PRD-0207,CH-027,48,288.63,USD,0.15,no,North America
TXN-025357,2024-10-10,PRD-0452,CH-010,43,32.3,USD,0,0,North America
TXN-001385,2024-10-09,PRD-0489,CH-038,23,50.94,EUR,0,0,Europe
TXN-016523,12/26/2024,PRD-0498,CH-044,36,132.84,BRL,0,N,Latin America
TXN-004923,2024-06-16,PRD-0078,CH-001,7,436.34,BRL,0.3,0,Latin America
TXN-006694,2024-12-07,PRD-0311  ,CH-034,45,260.92,usd,0,no,North America
TXN-016160,12/22/2024,PRD-0433,CH-001,31,113.98,JPY,25,N,Asia Pacific
TXN-008869,11/26/2024,PRD-0408,CH-024,6,120.59,BRL,0.25,N,Latin America
TXN-019473,2024-11-19,PRD-0137,CH-042,17,192.34,EUR,30,no,Europe
TXN-018800,2024-12-06,PRD-0061,CH-018,48,203.87,BRL,0,0,Latin America
TXN-015686,2024-08-09,PRD-0408,CH-001,50,207.17,JPY,15,FALSE,Asia Pacific
TXN-001454,2024-12-28,PRD-0160,CH-046,48,398.73,EUR,0.3,FALSE,Europe
TXN-012646,2024-01-19,PRD-0170,CH-010,48,145.51,BRL,0.25,FALSE,Latin America
TXN-027208,08/26/2024,PRD-0144,CH-038,29,335.91,BRL,0,N,Latin America
TXN-024478,2024-09-16,PRD-0352,CH-041,7,48.35,EUR,10,FALSE,Europe
TXN-007737,2024-04-09,PRD-0281,CH-017,8,316.66,JPY,0.1,N,Asia Pacific
TXN-022578,2024-08-16,PRD-0053,CH-016,30,370.59,JPY,0,no,Asia Pacific
TXN-019692,2024-03-24,prd-0314,CH-035,37,210.55,EUR,0.05,N,Europe
TXN-012220,2024-06-22,PRD-0450,CH-035,11,469.05,JPY,0,N,Asia Pacific
TXN-011137,10/09/2024,PRD-0478,CH-010,47,249.06,BRL,25,N,Latin America
TXN-002875,06/05/2024,PRD-0186,CH-034,5,84.23,BRL,0.3,0,Latin America
TXN-016053,12/29/2024,PRD-0069,CH-037,45,352.17,BRL,0,N,Latin America
TXN-021580,2024-05-03,PRD-0341,CH-049,10,270.95,USD,0,N,North America
TXN-006770,02/21/2024,PRD-0185,CH-031,5,301.95,BRL,0.25,,Latin America
TXN-017076,2024-04-12,PRD-0349,CH-042,5,260.94,BRL,20,N,Latin America
TXN-001659,2024-01-22,PRD-0211,CH-017,5,136.41,EUR,0.1,N,Europe
TXN-018862,04/20/2024,PRD-0153,CH-050,45,306.77,JPY,10,N,Asia Pacific
TXN-029551,2024-11-05,PRD-0265,CH-036,41,467.82,BRL,0.05,0,Latin America
TXN-026934,01/24/2024,PRD-0400,CH-045,44,227.2,EUR,15,no,Europe
TXN-010764,2024-11-30,PRD-0011,CH-033,32,204.99,BRL,25,no,Latin America
TXN-016610,08/31/2024,PRD-0349,CH-023,21,252.12,USD,20,0,North America
TXN-023719,2024-07-09,PRD-0406,CH-038,32,482.06,US Dollar,0.2,N,North America
TXN-017749,2024-07-15,PRD-0256,CH-025,43,464.68,EUR,0,FALSE,Europe
TXN-013647,04/19/2024,PRD-0278,CH-004,3,275.49,JPY,0,no,Asia Pacific
TXN-008871,2024-12-02,PRD-0174,CH-040,40,463.86,usd,0,no,North America
TXN-026786,2024-07-26,PRD-0243,CH-043,9,36.02,EUR,0.3,N,Europe
TXN-011920,2024-08-10,PRD-0146,CH-042,9,227.81,BRL,0.25,no,Latin America
TXN-011878,12/04/2024,PRD-0198,CH-044,1,106.1,USD,15,Y,North America
TXN-020648,09/15/2024,PRD-0358,CH-017,25,20.5,BRL,30,N,Latin America
TXN-018680,2024-07-12,PRD-0455,CH-043,40,110.02,JPY,0.3,1,Asia Pacific
